word,zipf,countable,uncountable,n_senses,first_gloss,variant_of,flag_reason,wikt_pos_list,wikt_dominant_pos,wikt_abbrev,corpus_n,corpus_dominant,corpus_noun_share,corpus_tag,corpus_name,likely_noun,name_suspect,pos_tags,lemma,pos_overlap,plural_of,verdict,scowl_verdict,scowl_size,scowl_pos,scowl_american_standard
mwah,2.54,0,1,1,"The hallmark sound of a fretless bass guitar played with a certain technique, where treble frequencies increase gradually after the attack.",,,intj:1;noun:1,intj,False,0,,,,False,True,False,,,,,,nonnoun,70,i:1,True
twerk,2.54,0,0,4,"Synonym of twerking (“a sexually-provocative dance, involving the performer thrusting their hips back from a low squatting stance while shaking their buttocks”).",,,noun:4;verb:2,noun,False,0,,,,False,True,False,,,,,,nonnoun,50,v:1,True
sequester,2.54,0,0,3,sequestration; separation,,,verb:10;noun:3,verb,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,nonnoun,50,v:1,True
blindside,2.54,0,0,5,A driver's field of blindness around an automobile; the side areas behind the driver.,,,noun:5;verb:2,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
keck,2.54,0,1,2,The cow parsley (Anthriscus sylvestris).,,,noun:2;verb:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,nonnoun,70,v:1,True
doss,2.53,1,1,4,The avoidance of work.,,,noun:4;adj:2;verb:2,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
vestibular,2.53,0,0,1,A competitive examination used by Brazilian universities to select students.,,,adj:4;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
ween,2.53,0,0,3,Doubt; conjecture.,,,verb:5;noun:3,verb,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
deliberative,2.53,0,0,2,"A discourse in which a question is discussed, or weighed and examined.",,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
sacral,2.52,0,0,1,Any of the sacral bones that make up the sacrum.,,,adj:2;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
precast,2.51,1,1,1,"Structural members made of concrete, ready for installation.",,,adj:1;noun:1;verb:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:1,True
nonhuman,2.51,0,0,1,A creature or thing that is not human.,,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,50,aj:1,True
terr,2.51,0,0,1,An insurgent in the Rhodesian Bush War.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,abbr:1,True
spunky,2.51,0,0,1,A good-looking person.,,,adj:4;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,40,aj:1,True
twee,2.5,0,1,1,Ellipsis of twee pop.,twee pop,,adj:1;noun:1,adj,True,0,,,,False,True,False,,,,,,nonnoun,35,aj:1,True
preform,2.5,0,0,3,An object that has undergone preliminary shaping but is not yet in its final form.,,,noun:3;verb:2,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
dele,2.5,0,0,1,A sign signifying deletion.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,70,v:2,True
pineal,2.5,0,0,1,The pineal gland.,,,adj:2;noun:1,adj,False,1,NOUN,1.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
lenticular,2.49,0,0,2,Ellipsis of lenticular image.,lenticular image,,adj:4;noun:2,adj,True,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
wherewith,2.49,0,1,1,Something with which; the means by which.,,,adv:1;noun:1,adv,False,1,OTHER,0.0,,False,True,False,,,,,,nonnoun,60,c:1,True
repentant,2.49,0,0,1,One who repents; a penitent.,,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
resize,2.48,0,0,1,An operation that changes the size of something.,,,verb:3;noun:1,verb,False,1,VERB,0.0,,False,True,False,,,,,,nonnoun,60,v:1,True
backlight,2.48,1,1,5,Light shining from a source behind the object of interest or attention.,,,noun:5;verb:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,70,m:2,True
animatronic,2.48,0,0,1,A robot that works by animatronics.,,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
froggy,2.47,0,0,2,A frog.,,,adj:4;noun:2,adj,False,1,NOUN,1.0,,False,True,False,,,,,,nonnoun,70,aj:1,True
frag,2.47,0,0,2,A fragmentation grenade.,,,verb:3;noun:2,verb,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1,True
vitreous,2.47,0,1,1,The vitreous humor.,,,adj:6;noun:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,50,aj:1,True
ratty,2.47,0,1,1,Synonym of knock down ginger (“prank of knocking on a front door and running away”).,,,adj:5;noun:1,adj,False,2,NOUN,0.5,,False,True,False,,,,,,nonnoun,35,aj:2,True
polyvinyl,2.47,0,0,1,Any polymer derived from a vinyl compound.,,,adj:1;noun:1,adj,False,2,NOUN,1.0,,False,True,False,,,,,,nonnoun,60,aj:1,True
alphanumeric,2.46,0,0,1,An alphanumeric character.,,,adj:2;noun:1,adj,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
fletch,2.46,0,0,2,"The vane toward the back of an arrow, used to stabilise the arrow during flight.",,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1,True
preoperative,2.46,0,0,1,A transgender person who has not yet undergone gender reassignment surgery.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
diastolic,2.45,0,0,1,Ellipsis of diastolic blood pressure.,diastolic blood pressure,,adj:1;noun:1,adj,True,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,60,aj:1,True
multicellular,2.45,0,0,1,Such an organism,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:1,True
deployable,2.45,0,0,1,"Something, such as a software package or a military resource, that may be deployed.",,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
intertidal,2.45,0,0,1,An intertidal zone or an organism that inhabits such a zone,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
pally,2.44,0,0,3,An affectionate term of address.,,,noun:3;adj:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:1,True
prefectural,2.44,0,0,1,A tournament in which participants from all over the prefecture compete.,,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
combust,2.44,0,0,1,That which undergoes burning.,,,verb:3;adj:2;noun:1,verb,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
aliphatic,2.44,0,0,2,A compound of this type.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
implantable,2.44,0,0,1,A device that can be implanted surgically.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
suppressive,2.44,0,0,1,Any drug that acts to suppress a condition.,,,adj:1;noun:1,adj,False,2,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
rive,2.44,0,0,2,A place torn; a rent; a rift.,,,verb:6;noun:2,verb,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
overwrite,2.43,0,0,1,The operation of destroying older data by recording new data over it.,,,verb:4;noun:1,verb,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,nonnoun,35,v:2,True
bonk,2.43,1,1,5,A bump on the head.,,,noun:5;verb:4,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
leaguer,2.43,0,0,4,A siege.,,,noun:4;verb:2,noun,False,3,NOUN,1.0,,False,True,False,,,,,,nonnoun,70,m:1,True
laryngeal,2.43,0,0,3,An anatomical part (such as a nerve or artery) that supplies or is associated with the larynx.,,,noun:3;adj:2,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
hexadecimal,2.42,1,1,2,"A number system with base sixteen, using the digits 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E and F, most used in computing as a hexadecimal digit can represent four bits, half a standard byte, and ",,,noun:2;adj:1,noun,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
multicolor,2.42,0,1,1,A display of many colors.,,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,,,,nonnoun,70,aj:1,True
lanceolate,2.41,0,0,1,Any such artefact.,,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
picayune,2.41,0,0,4,A small coin of the value of six-and-a-quarter cents; a Spanish coin with a value of half a real; a fippenny bit.,,,noun:4;adj:2,noun,False,1,ADJ,0.0,,False,True,False,,,,,,nonnoun,50,aj:1,True
tibial,2.41,0,0,1,A tibial bone.,,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
unchangeable,2.41,0,0,1,Something that cannot be changed.,,,adj:1;noun:1,adj,False,2,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
preload,2.41,1,1,2,The end diastolic pressure that stretches the right or left ventricle of the heart to its greatest geometric dimensions under variable physiologic demand.,,,noun:2;verb:2,noun,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1,True
nisi,2.41,0,1,1,decree nisi,,,noun:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
conflate,2.4,0,0,1,"A conflate text, one which conflates multiple version of a text together.",,,verb:3;adj:1;noun:1,verb,False,1,NOUN,1.0,,False,True,False,,,,,,nonnoun,60,v:1,True
chummy,2.4,0,0,5,"Synonym of chum (“friend, pal”).",,,adj:6;noun:5,adj,False,0,,,,False,True,False,,,,,,nonnoun,35,aj:1,True
floaty,2.39,0,0,3,"A particle of food, etc., found floating in liquid.",,,adj:6;noun:3,adj,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
conversant,2.39,0,0,1,One who converses with another.,,,adj:3;noun:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
rufous,2.39,1,1,2,Ellipsis of rufous hummingbird.,rufous hummingbird,,noun:2;adj:1,noun,True,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
dib,2.39,0,0,2,A dibber (gardening tool).,,,verb:3;noun:2,verb,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1,True
diddle,2.39,1,1,3,"In percussion, two consecutive notes played by the same hand (either RR or LL), similar to the drag, except that by convention diddles are played the same speed as the context in which they are placed",,,verb:6;noun:3;intj:1,verb,False,1,OTHER,0.0,,False,True,False,,,,,,nonnoun,50,v:1,True
injunctive,2.39,1,1,2,"A verbal mood in Sanskrit characterized by secondary endings but no augment, and usually resembling an augmentless aorist or imperfect.",,,adj:2;noun:2,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
secretory,2.37,0,0,1,That which secretes.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:1,True
overground,2.37,0,0,1,"A commuter rail or similar rail transport system, or a train in such systems, generally running through an urban area largely above ground and faster than an underground or metro with fewer stops.",,,adj:2;noun:1;verb:1,adj,False,1,NOUN,1.0,,False,True,False,,,,,,nonnoun,35,aj:1;v:1,True
spiffy,2.37,0,0,1,A dapper person.,,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,,,,nonnoun,40,aj:2,True
humic,2.37,0,0,1,A derivative of humic acid.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
spellbinding,2.37,0,0,1,A spell or enchantment that restrains or constricts someone's actions or freedom of will.,,,adj:2;noun:1,adj,False,1,VERB,0.0,,False,True,False,,,"verb form (-ing, morphology)",,,nonnoun,60,aj:1,True
aeolian,2.36,1,1,1,"A lightweight fabric with a ribbed surface, generally made by combining silk and cotton, or silk and worsted warp and weft.",,,adj:3;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
flatline,2.35,0,0,4,An asystole; the absence of heart contractions or brain waves.,,,verb:6;noun:4,verb,False,0,,,,False,True,False,,,,,,nonnoun,70,m:1,True
fisheye,2.35,1,1,4,An unfriendly or suspicious glance.,fisheye lens,,noun:4;verb:1,noun,True,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
pish,2.35,0,0,2,"A sibilant noise (e.g. ""psshh"") made by birders and ornithologists to attract small birds.",,,noun:2;verb:2;adj:1;intj:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1;i:1,True
telekinetic,2.35,0,0,1,One who has telekinetic abilities.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
magmatic,2.34,0,0,1,A rock formed from magma,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
exploitable,2.34,0,0,1,A person or thing that can be exploited.,,,adj:2;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
syllabic,2.34,0,0,1,A syllabic sound.,,,adj:4;noun:1,adj,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,50,aj:1,True
debonair,2.33,0,0,1,Debonaire behaviour; graciousness.,,,adj:3;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,,,,nonnoun,35,aj:1,True
capsize,2.33,0,0,1,"The act of, or occurrence of capsizing or overturning.",,,verb:3;noun:1,verb,False,0,,,,False,True,False,,,,,,nonnoun,35,v:1,True
exchangeable,2.33,0,0,1,Any financial instrument with an associated right to be exchanged for another form of financial security.,,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,50,aj:1,True
pyroclastic,2.33,0,0,1,A rock mostly composed of rock fragments of volcanic origin.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
unemployable,2.33,0,0,1,A person who is not suited to employment.,,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
coeliac,2.33,0,0,1,Someone who has coeliac disease.,,,adj:2;noun:1,adj,True,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,False
determinate,2.33,0,0,1,A single state of a particular determinable attribute.,,,adj:6;noun:1;verb:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN;VERB,,"noun, also adjective/verb",,,nonnoun,50,aj:1,True
rede,2.32,0,1,2,"Help, advice, counsel.",,,verb:4;noun:2,verb,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1,True
concessional,2.32,0,0,2,A resident of a nursing home who has limited means and whose accommodation is consequently partly paid for by the government.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
counterfactual,2.32,0,0,3,"A claim, hypothesis, or other belief that is contrary to the facts.",,,noun:3;adj:2,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
isothermal,2.32,0,0,1,An isotherm,,,adj:2;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
unsolvable,2.32,0,0,1,A problem that cannot be solved.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
replant,2.31,0,0,1,The act of planting again.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
infective,2.31,0,0,1,A person who is capable of spreading a disease by infecting others.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
masc,2.31,0,0,1,A person whose gender (identity) is masculine (but who is not necessarily a man).,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,40,abbr:1,True
brachial,2.31,0,0,1,Denoting the upper valve of a brachiopod's shell,,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
whinge,2.31,0,0,2,A cry.,,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
proliferative,2.31,0,0,1,Such a cell,,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
prenuptial,2.31,0,0,1,Synonym of prenuptial agreement.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
evidential,2.31,0,0,1,"A syntactic element (affix, clitic, or particle) that indicates evidentiality.",,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
subdural,2.3,0,0,1,Ellipsis of subdural hematoma.,subdural hematoma,,adj:1;noun:1,adj,True,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
eruptive,2.3,0,0,1,"An eruptive rock, one produced by eruption.",,,adj:3;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
reductionist,2.3,0,0,1,An advocate of reductionism.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:1,True
stumpy,2.3,1,1,2,An amputee who has lost a leg.,,,adj:2;noun:2,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,50,aj:2,True
fash,2.3,0,0,3,A worry; trouble; bother.,,,verb:4;noun:3;adj:1,verb,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1,True
montane,2.3,0,0,1,An animal or a plant of a montane habitat.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
nutritive,2.29,0,0,1,A nutrient.,,,adj:2;noun:1,adj,False,3,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,50,aj:1,True
billable,2.29,0,0,1,Something that is billed for.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
unfriend,2.28,0,0,1,One who is not a friend; an enemy.,,,verb:2;noun:1,verb,False,0,,,,False,True,False,,,,,,nonnoun,50,v:3,True
quadrennial,2.28,0,0,1,"A four-year period, a quadrennium.",,,adj:2;noun:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,50,aj:1,True
multiethnic,2.28,0,0,1,A member of more than one ethnic group.,,,adj:1;noun:1,adj,False,2,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
vegetal,2.28,0,0,1,Any vegetable organism.,,,adj:3;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
regale,2.27,0,0,3,"A feast, a meal.",,,verb:4;noun:3,verb,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,nonnoun,35,v:1,True
divalent,2.26,0,0,1,Any divalent substance.,,,adj:2;noun:1,adj,False,5,NOUN,0.8,,False,True,False,,,,,,nonnoun,60,aj:1,True
intrastate,2.26,0,0,1,A highway completely within a state (not an interstate).,,,adj:2;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,,,,nonnoun,60,aj:1,True
exothermic,2.26,0,0,1,A substance that releases heat energy.,,,adj:3;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
cronk,2.25,0,0,2,The honking sound of a goose.,,,adj:4;noun:2;verb:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1,True
repack,2.25,0,0,1,Synonym of repackaging.,,,verb:2;noun:1,verb,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
apoplectic,2.25,0,0,1,A person suffering from apoplexy.,,,adj:3;noun:1,adj,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,40,aj:1,True
lithic,2.24,0,0,3,A stone tool or projectile.,,,adj:5;noun:3,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
rehire,2.24,0,0,1,A former employee who has been hired again.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,nonnoun,50,v:1,True
sublingual,2.24,0,0,1,"A particular scale near the front of the lower jaw in snakes, usually in a pair.",,,adj:3;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
cisgender,2.24,0,0,1,A cisgender person.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,50,aj:1,True
transversal,2.24,0,0,3,A line which traverses or intersects any system of other lines transversely.,,,noun:3;adj:2,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
teletype,2.24,0,0,3,"A telegraph that automatically prints transmitted messages in letters rather than Morse code or other symbols, typically resembling a typewriter in appearance.",,,noun:3;verb:1,noun,False,2,NOUN,1.0,,False,True,False,NOUN,,,,,nonnoun,35,v:2,True
unsinkable,2.24,0,0,1,A ship that was designed to be unsinkable.,,,adj:2;noun:1,adj,False,4,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
confocal,2.23,0,0,1,Any of a pair of confocal mirrors or lenses,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
chirpy,2.23,0,0,2,"An electronic device which uses a piezoelectric transducer to make chirping noise, often designed to be hidden and function as an annoyance",,,adj:2;noun:2,adj,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:2,True
pharmacologic,2.23,0,0,1,Such a drug,,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
transdermal,2.23,0,0,1,A transdermal patch or implant.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
lave,2.23,0,1,4,"An act of bathing or washing; a bath or bathe, a wash.",,,verb:11;noun:4;adj:1,verb,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
pentatonic,2.23,0,0,1,The pentatonic scale.,,,adj:1;noun:1,adj,False,9,ADJ,0.0,usually adjective (corpus),False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
slather,2.23,0,0,3,A thick sauce or spread that is to be slathered (spread thickly) onto food.,,,verb:4;noun:3,verb,False,0,,,,False,True,False,,,,,,nonnoun,40,v:2,True
declutter,2.23,1,1,1,The act or process of removing clutter; a decluttering.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1,True
overspend,2.23,0,0,1,The amount by which someone or something is overspent.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,nonnoun,50,v:2,True
ebon,2.22,0,0,1,Ebony; an ebony tree.,,,adj:3;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
humeral,2.22,0,0,1,An oblong scarf worn round the priest's shoulders at certain parts of the Mass and of Benediction.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
luminal,2.22,0,1,1,The drug phenobarbital.,,,adj:3;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
photochemical,2.21,0,0,1,Any chemical compound (such as silver halides) used in photography.,,,adj:1;noun:1,adj,False,7,ADJ,0.0,usually adjective (corpus),False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
anthemic,2.21,0,0,1,A song that is suggestive of an anthem.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
unicellular,2.21,0,0,1,A single-celled organism; a unicell.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:1,True
haver,2.21,0,0,5,The cereal grain of cultivated oats (Avena sativa).,chaver,,noun:5;verb:2,noun,False,0,,,,False,True,False,,,,,,nonnoun,70,v:1,True
trompe,2.21,0,0,2,A trumpet; a trump.,tromp,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,nonnoun,70,v:1,True
aversive,2.21,0,0,2,A grammatical case indicating that something is avoided or feared; the evitative case.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
quickfire,2.21,0,1,1,Fire that spreads quickly through dry vegetation.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:1,True
recommit,2.21,0,0,1,A second or subsequent commit.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
avoidant,2.2,0,0,2,A person who exhibits avoidance.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:1,True
bilinear,2.2,0,0,1,A bilinear function.,,,adj:2;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,,,,nonnoun,70,aj:1,True
chemotherapeutic,2.2,0,0,1,A chemical agent used in chemotherapy,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,aj:1,True
mimetic,2.19,0,0,3,Something mimetic or imitative.,,,noun:3;adj:2,noun,False,3,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,50,aj:1,True
locomotor,2.19,0,0,1,Something that is capable of locomotion.,,,adj:1;noun:1,adj,False,3,ADJ,0.0,,False,True,False,,,,,,nonnoun,70,aj:1,True
busk,2.19,0,0,3,"A strip of metal, whalebone, wood, or other material, worn in the front of a corset to stiffen it.",,,verb:5;noun:3,verb,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
broadleaf,2.19,1,1,2,"A tree (Terminalia latifolia, now Terminalia catappa) of Jamaica.",,,adj:2;noun:2,adj,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
intestate,2.18,0,0,1,A person who dies without making a valid will.,,,adj:2;noun:1,adj,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,40,aj:1,True
stably,2.18,0,1,1,A medieval hunting practice in which a group of hunters and hounds are stationed around the perimeter of a wood during a hunt to prevent the escape of the game.,,,adv:1;noun:1,adv,False,0,,,,False,True,False,,,adjective-like (morphology),,,nonnoun,60,av:1,True
grabby,2.18,0,0,1,"Humanlike hand of some animals, mainly rodents and primates.",,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,,,,nonnoun,60,aj:2,True
landward,2.18,0,1,1,The side facing land.,,,adj:2;adv:1;noun:1,adj,False,1,NOUN,1.0,,False,True,False,,,,,,nonnoun,50,av:1,True
operant,2.18,0,0,2,An operative person or thing.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,nonnoun,70,aj:1,True
trow,2.18,1,1,4,Trust or faith.,drow,,noun:4;verb:2,noun,False,0,,,,False,True,False,,,,,,nonnoun,60,v:1,True
