word,zipf,countable,uncountable,n_senses,first_gloss,variant_of,flag_reason,wikt_pos_list,wikt_dominant_pos,wikt_abbrev,corpus_n,corpus_dominant,corpus_noun_share,corpus_tag,corpus_name,likely_noun,name_suspect,pos_tags,lemma,pos_overlap,plural_of,verdict,scowl_verdict,scowl_size,scowl_pos,scowl_american_standard
mp,4.29,0,0,1,"Initialism of market price – written on menus instead of a price to mean the price charged depends on the price of supplies, which may vary.",market price,initialism or abbreviation (Wiktionary gloss),noun:1,noun,True,3,PROPN,0.333,,False,False,False,,,,,,nonnoun,60,abbr:1,True
eligible,4.29,0,0,1,One who is eligible.,,adjective in practice (corpus),adj:2;noun:1,adj,False,41,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
experimental,4.28,0,0,1,The subject of an experiment.,,adjective in practice (corpus),adj:4;noun:1,adj,False,79,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
ye,4.25,0,0,1,"The Cyrillic letter Е, е, featured in various Slavic and Turkic languages.",,pron in Wiktionary (not a noun),pron:2;article:1;intj:1;noun:1,pron,False,23,OTHER,0.174,,False,False,False,NOUN,,,,,nonnoun,50,a:1;pn:1,True
th,4.2,0,0,1,Abbreviation of table header.,table header,initialism or abbreviation (Wiktionary gloss),article:1;noun:1,article,True,32,NOUN,0.906,,False,False,False,,,,,,nonnoun,70,suf:1,True
um,4.13,0,0,1,"An occurrence of the interjection ""um"".",,intj in Wiktionary (not a noun),intj:4;noun:1;particle:1;verb:1,intj,False,750,OTHER,0.145,,False,False,False,,,,,,nonnoun,40,i:1,True
aw,4.13,0,0,1,An instance of aw.,,intj in Wiktionary (not a noun),intj:4;noun:1,intj,False,15,OTHER,0.0,,False,False,False,,,,,,nonnoun,40,i:1,True
influential,4.09,0,0,1,A person who has influence,,adjective in practice (corpus),adj:1;noun:1,adj,False,38,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
fr,4.09,0,0,1,Alternative letter-case form of FR (“friend request”).,FR,letter-case variant (Wiktionary gloss),adj:2;adv:1;noun:1;verb:1,adj,True,4,NOUN,0.5,,False,False,False,,,,,,nonnoun,50,abbr:1,True
ethical,4.07,0,0,1,"An ethical drug, one only dispensed on the prescription of a physician.",,adjective in practice (corpus),adj:4;noun:1,adj,False,49,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
pt,4.04,1,1,5,"Initialism of physical training, a physical education class in grade school.",physical training,initialism or abbreviation (Wiktionary gloss),noun:5,noun,True,4,PROPN,0.25,,False,False,False,,,,,,nonnoun,40,abbr:1,True
ta,4.02,0,1,1,"In solfège, the lowered seventh note of a major scale (the note B-flat in the fixed-do system): te.",,intj in Wiktionary (not a noun),intj:2;noun:1;prep:1,intj,False,31,OTHER,0.0,,False,False,False,,,,,,nonnoun,60,i:1,True
es,3.93,0,0,3,"Alternative form of ess (the name of the Latin script letter S/s) in compounds such as ""es-hook"".",ess,spelling variant of another word (Wiktionary gloss),noun:3;conj:1;verb:1,noun,False,3,OTHER,0.333,,False,False,False,,,,,,nonnoun,70,suf:1,True
yay,3.92,0,1,1,Cocaine (powder or crack).,,intj in Wiktionary (not a noun),intj:2;adv:1;noun:1,intj,False,16,OTHER,0.062,,False,False,False,,,,,,nonnoun,70,i:1,True
tel,3.9,0,0,4,Abbreviation of telephone number.,telephone number,initialism or abbreviation (Wiktionary gloss),noun:4,noun,True,37,PROPN,0.378,,False,False,False,,,,,,nonnoun,50,abbr:1,True
woo,3.87,0,0,1,"Alternative form of woo woo (“esoteric, pseudoscientific phenomena”).",woo woo,spelling variant of another word (Wiktionary gloss),verb:3;adj:1;intj:1;noun:1,verb,False,7,VERB,0.0,usually verb (corpus),False,False,False,NOUN;VERB,,"noun, also verb",,,nonnoun,35,v:2,True
prospective,3.87,0,0,3,"The scene before or around, in time or in space; view; prospect.",,adjective in practice (corpus),adj:6;noun:3,adj,False,39,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
sympathetic,3.81,0,0,1,A sympathetic nerve.,,adjective in practice (corpus),adj:8;noun:1,adj,False,45,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,True
ooh,3.76,0,0,1,An exclamation of ooh.,,intj in Wiktionary (not a noun),intj:6;noun:1;verb:1,intj,False,14,OTHER,0.214,,False,False,False,,,,,,nonnoun,60,v:2;i:1,True
rm,3.75,0,0,3,Initialism of right margin.,right margin,initialism or abbreviation (Wiktionary gloss),noun:3;verb:1,noun,True,3,PROPN,0.0,,False,False,False,,,,,,nonnoun,50,abbr:1,True
naive,3.75,0,0,1,A naive person; a greenhorn.,,adjective in practice (corpus),adj:4;noun:1,adj,False,28,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:2,True
meta,3.74,1,0,7,Clipping of metagame.,metagame,clipping (Wiktionary gloss),noun:7;adj:2,noun,True,2,NOUN,1.0,,False,False,False,,,,,,nonnoun,70,pre:1,True
oops,3.73,0,0,1,A minor mistake or unforeseen difficulty.,,intj in Wiktionary (not a noun),intj:2;noun:1;verb:1,intj,False,20,OTHER,0.1,,False,False,False,,,,,,nonnoun,40,i:1,True
dept,3.71,0,0,1,Alternative spelling of dept..,dept.,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,3,NOUN,0.667,,False,False,False,,,,,,nonnoun,40,abbr:1,True
oi,3.71,1,1,2,An exclamation of 'oi'.,,intj in Wiktionary (not a noun),intj:5;noun:2;pron:1,intj,False,9,OTHER,0.333,,False,False,False,,,,,,nonnoun,60,i:1,True
lg,3.67,0,0,2,Initialism of landing gear.,landing gear,initialism or abbreviation (Wiktionary gloss),noun:2,noun,True,0,,,,False,False,False,,,,,,nonnoun,60,abbr:1,True
ow,3.64,0,0,1,An uttering of an 'ow'.,,intj in Wiktionary (not a noun),intj:2;noun:1,intj,False,10,NOUN,0.5,,False,False,False,,,,,,nonnoun,40,i:1,True
ouch,3.56,0,0,2,Something that causes discomfort or pain.,ouche,intj in Wiktionary (not a noun),intj:5;noun:2;verb:1,intj,False,4,OTHER,0.0,,False,False,False,NOUN,,,,,nonnoun,35,i:1,True
hah,3.54,0,0,1,Alternative form of heh (“Semitic letter”).,heh,spelling variant of another word (Wiktionary gloss),intj:4;particle:3;noun:1,intj,False,6,OTHER,0.0,,False,False,False,,,,,,nonnoun,35,i:1,False
pf,3.44,0,0,1,Initialism of power factor.,power factor,initialism or abbreviation (Wiktionary gloss),intj:1;noun:1,intj,True,1,PROPN,0.0,,False,False,False,,,,,,nonnoun,60,abbr:1,True
ly,3.37,0,0,1,Abbreviation of light year.,light year,initialism or abbreviation (Wiktionary gloss),noun:1;verb:1,noun,True,1,ADV,0.0,,False,False,False,,,,,,nonnoun,70,suf:1,True
demi,3.37,0,0,5,Alternative spelling of demy.,demy,spelling variant of another word (Wiktionary gloss),noun:5;adj:1,noun,False,3,PROPN,0.0,,False,False,False,,,,,,nonnoun,70,pre:1,True
fps,3.35,0,0,2,Initialism of frames per second.,frames per second,initialism or abbreviation (Wiktionary gloss),noun:2,noun,True,5,NOUN,1.0,,False,False,False,,,,,,nonnoun,60,abbr:1,True
cg,3.31,0,0,1,Initialism of center of gravity.,center of gravity,initialism or abbreviation (Wiktionary gloss),noun:1,noun,True,0,,,,False,False,False,,,,,,nonnoun,60,abbr:1,True
ppm,3.15,0,0,2,Initialism of parts per million (10000 ppm = 1%).,parts per million,initialism or abbreviation (Wiktionary gloss),noun:2,noun,True,1,NOUN,1.0,,False,False,False,,,,,,nonnoun,60,abbr:1,True
rah,3.06,0,0,1,A young adult (often a student) who behaves in a stereotypically upper class manner; especially when associated with undeserved privilege or a lack of self-awareness.,,intj in Wiktionary (not a noun),intj:5;adj:1;noun:1,intj,False,0,,,,False,False,False,,,,,,nonnoun,60,i:1,True
shh,3.01,0,1,2,An utterance of shh.,SHH,intj in Wiktionary (not a noun),intj:2;noun:2;verb:1,intj,True,1,OTHER,0.0,,False,False,False,,,,,,nonnoun,60,i:1,True
yd,3.01,0,0,1,Alternative form of yd..,yd.,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,nonnoun,40,abbr:1,True
ach,2.95,0,0,1,"Any of several species of plants, such as smallage, wild celery, parsley.",,intj in Wiktionary (not a noun),intj:3;noun:1,intj,False,0,,,,False,False,False,,,,,,nonnoun,70,i:1,True
saith,2.94,0,0,1,Alternative form of saithe (“type of fish”).,saithe,spelling variant of another word (Wiktionary gloss),noun:1;verb:1,noun,False,4,VERB,0.0,,False,False,False,,,,,,nonnoun,70,v:1,True
idly,2.93,0,0,1,Alternative spelling of idli.,idli,spelling variant of another word (Wiktionary gloss),adv:2;noun:1,adv,False,7,ADV,0.0,usually adverb (corpus),False,False,False,ADV;NOUN,,"noun, also adverb",,,nonnoun,35,av:1,True
artsy,2.89,0,0,1,Alternative form of artsie.,artsie,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,1,ADJ,0.0,,False,False,False,,,,,,nonnoun,40,aj:2,True
dpi,2.84,0,1,1,Initialism of dots per inch.,dots per inch,initialism or abbreviation (Wiktionary gloss),noun:1,noun,True,1,PROPN,0.0,,False,False,False,,,,,,nonnoun,50,abbr:1,True
aah,2.81,0,0,3,"Expression of amazement, surprise, enthusiasm, or fear.",,intj in Wiktionary (not a noun),intj:6;noun:3;verb:2,intj,False,1,OTHER,0.0,,False,False,False,,,,,,nonnoun,60,v:2,True
bitty,2.79,0,0,1,Alternative form of bittie.,bittie,spelling variant of another word (Wiktionary gloss),adj:2;noun:1,adj,False,1,ADJ,0.0,,False,False,False,,,,,,nonnoun,60,aj:2,True
mim,2.78,0,0,1,Alternative form of meem (“Arabic letter”).,meem,spelling variant of another word (Wiktionary gloss),adj:2;noun:1,adj,False,0,,,,False,False,False,,,,,,nonnoun,70,aj:1,True
kickstart,2.78,0,0,1,Alternative form of kick start.,kick start,spelling variant of another word (Wiktionary gloss),noun:1;verb:1,noun,False,0,,,,False,False,False,,,,,,nonnoun,70,v:1,True
inst,2.77,0,0,1,Alternative form of inst..,inst.,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,nonnoun,60,abbr:1,True
yow,2.73,0,0,1,Alternative form of yowe.,yowe,spelling variant of another word (Wiktionary gloss),intj:2;noun:1;pron:1,intj,False,9,OTHER,0.111,,False,False,False,,,,,,nonnoun,60,i:1,True
ahoy,2.73,0,0,1,An utterance of this interjection.,,intj in Wiktionary (not a noun),intj:2;noun:1;verb:1,intj,False,0,,,,False,False,False,,,,,,nonnoun,35,i:1,True
pcm,2.71,0,0,1,Initialism of per cent mille.,per cent mille,initialism or abbreviation (Wiktionary gloss),adv:1;noun:1,adv,True,1,NOUN,1.0,,False,False,False,,,,,,nonnoun,70,abbr:1,True
eek,2.68,0,0,2,"A high-pitched squeal, as in fear or trepidation.",,intj in Wiktionary (not a noun),intj:3;noun:2;verb:2;adv:1,intj,False,0,,,,False,False,False,,,,,,nonnoun,60,i:1,True
swanky,2.65,1,1,1,Alternative form of swankie.,swankie,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,1,ADJ,0.0,,False,False,False,,,,,,nonnoun,50,aj:1,True
commonsense,2.65,0,1,1,Alternative form of common sense.,common sense,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,4,NOUN,0.75,,False,False,False,,,,,,nonnoun,60,aj:1,True
adj,2.64,0,0,1,Alternative spelling of adj..,adj.,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,2,NOUN,1.0,,False,False,False,,,,,,nonnoun,50,abbr:1,True
kooky,2.58,0,0,1,Alternative form of kookie (“kookaburra”).,kookie,spelling variant of another word (Wiktionary gloss),adj:2;noun:1,adj,False,0,,,,False,False,False,,,,,,nonnoun,50,aj:2,True
smit,2.52,0,0,3,Alternative spelling of smitt.,smitt,spelling variant of another word (Wiktionary gloss),noun:3;verb:2,noun,False,0,,,,False,False,False,,,,,,nonnoun,35,v:1,True
yessir,2.48,0,0,1,Term of address to a male; mate; buddy.,,intj in Wiktionary (not a noun),intj:2;noun:1,intj,False,0,,,,False,False,False,,,,,,nonnoun,70,i:1,True
leggy,2.48,0,0,1,Alternative form of leggie (“a leg”).,leggie,spelling variant of another word (Wiktionary gloss),adj:4;noun:1,adj,False,2,NOUN,0.5,,False,False,False,,,,,,nonnoun,40,aj:2,True
amu,2.46,0,0,1,Abbreviation of atomic mass unit.,atomic mass unit,initialism or abbreviation (Wiktionary gloss),noun:1,noun,True,0,,,,False,False,False,,,,,,nonnoun,70,n:1,True
gramercy,2.44,1,1,1,Thanks.,,intj in Wiktionary (not a noun),intj:2;noun:1,intj,False,0,,,,False,False,False,,,,,,nonnoun,70,i:1,True
lbw,2.43,0,0,1,Alternative letter-case form of LBW.,LBW,letter-case variant (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,nonnoun,70,abbr:1,True
axillary,2.41,0,0,1,Alternative form of axillar.,axillar,spelling variant of another word (Wiktionary gloss),adj:2;noun:1,adj,False,0,,,,False,False,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
suss,2.41,0,1,3,Alternative form of soss (“miry place”).,soss,spelling variant of another word (Wiktionary gloss),noun:3;verb:3;adj:1,noun,False,0,,,,False,False,False,,,,,,nonnoun,60,v:1,True
mouthy,2.31,0,0,1,Alternative spelling of mouthie (“the mouth”).,mouthie,spelling variant of another word (Wiktionary gloss),adj:2;noun:1,adj,False,0,,,,False,False,False,,,,,,nonnoun,60,aj:2,True
dwt,2.29,0,1,1,Abbreviation of deadweight ton.,deadweight ton,initialism or abbreviation (Wiktionary gloss),noun:1,noun,True,0,,,,False,False,False,,,,,,nonnoun,70,abbr:1,True
obo,2.28,0,0,1,Alternative form of ovoo (“Mongolian cairn”).,ovoo,spelling variant of another word (Wiktionary gloss),noun:1;phrase:1,noun,False,0,,,,False,False,False,,,,,,nonnoun,70,abbr:1,True
anaemic,2.23,0,0,1,Alternative spelling of anemic.,anemic,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,0,,,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,nonnoun,35,aj:1,False
freewill,2.2,0,1,1,Alternative form of free will.,free will,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,0,,,,False,False,False,NOUN,,,,,nonnoun,50,aj:1,True
bicolor,2.17,0,0,1,Alternative form of bicolour.,bicolour,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,0,,,,False,False,False,,,,,,nonnoun,70,aj:1,True
frap,2.12,0,0,1,Clipping of frappuccino.,frappuccino,clipping (Wiktionary gloss),verb:2;noun:1,verb,True,0,,,,False,False,False,,,,,,nonnoun,70,v:1,True
tradeable,2.1,0,0,1,Alternative spelling of tradable.,tradable,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,0,,,,False,False,False,,,adjective-like (morphology),,,nonnoun,70,aj:1,True
abbr,2.03,0,0,1,Alternative spelling of abbr..,abbr.,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,nonnoun,40,abbr:1,True
greeny,2.02,0,0,1,Alternative form of greenie,greenie,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,0,,,,False,False,False,,,,,,nonnoun,70,aj:1,True
st,5.2,0,0,5,Alternative form of st. and St.; abbreviation of street.,st. and St,spelling variant of another word (Wiktionary gloss),noun:5;intj:1,noun,True,41,PROPN,0.073,name in practice (corpus),True,False,True,,,,,,nonnoun,60,abbr:1,True
sf,3.88,0,0,2,Alternative form of SF (science fiction),SF,spelling variant of another word (Wiktionary gloss),noun:2,noun,True,13,PROPN,0.0,name in practice (corpus),True,False,True,,,,,,nonnoun,60,abbr:1,True
