word,n,noun,propn,adj,verb,adv,other,dominant,noun_share,n_low,noun_low,propn_low
a,52719,79,118,2,1,2,52517,OTHER,0.001,49915,7,17
aa,10,8,1,0,0,0,1,NOUN,0.800,1,0,0
aaa,2,1,1,0,0,0,0,NOUN,0.500,0,0,0
aaaaaaaaaaaaaaaaa,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
aaaaaggghhhhhh,1,0,0,0,0,0,1,OTHER,0.000,0,0,0
aaahhhh,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
aaaw,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
aaawww,1,0,0,0,0,0,1,OTHER,0.000,0,0,0
aaf,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
aafia,10,0,10,0,0,0,0,PROPN,0.000,0,0,0
aah,1,0,0,0,0,0,1,OTHER,0.000,0,0,0
aahed,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
aakrosh,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
aan,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
aand,2,1,1,0,0,0,0,NOUN,0.500,1,1,0
aapr,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
aaps,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
aaron,10,0,10,0,0,0,0,PROPN,0.000,0,0,0
aaround,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
aaw,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
ab,35,2,33,0,0,0,0,PROPN,0.057,1,1,0
aba,6,0,6,0,0,0,0,PROPN,0.000,0,0,0
aback,2,0,0,0,0,2,0,ADV,0.000,2,0,0
abacus,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abandon,30,3,0,0,27,0,0,VERB,0.100,26,3,0
abandoned,63,0,0,3,60,0,0,VERB,0.000,63,0,0
abandoning,12,0,0,0,12,0,0,VERB,0.000,11,0,0
abandonment,14,14,0,0,0,0,0,NOUN,1.000,14,14,0
abandons,1,0,0,0,1,0,0,VERB,0.000,1,0,0
abaringe,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abasement,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
abate,2,0,0,0,2,0,0,VERB,0.000,2,0,0
abated,3,0,0,0,3,0,0,VERB,0.000,3,0,0
abatement,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
abatements,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abating,1,0,0,0,1,0,0,VERB,0.000,1,0,0
abatuno,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abaut,1,0,0,0,0,1,0,ADV,0.000,1,0,0
abb,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abba,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abbas,16,0,16,0,0,0,0,PROPN,0.000,0,0,0
abbassi,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abbe,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
abberations,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abbey,20,8,12,0,0,0,0,PROPN,0.400,2,2,0
abbot,7,2,5,0,0,0,0,PROPN,0.286,1,1,0
abbotsford,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abbott,6,0,6,0,0,0,0,PROPN,0.000,0,0,0
abbreviate,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abbreviated,7,0,0,6,1,0,0,ADJ,0.000,7,0,0
abbreviation,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abbreviations,6,3,3,0,0,0,0,NOUN,0.500,3,3,0
abbudi,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
abby,8,0,8,0,0,0,0,PROPN,0.000,0,0,0
abc,15,0,15,0,0,0,0,PROPN,0.000,0,0,0
abd,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abdallah,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abdel,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
abdelhaleen,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abdi,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abdomen,9,9,0,0,0,0,0,NOUN,1.000,9,9,0
abdominal,4,0,0,4,0,0,0,ADJ,0.000,4,0,0
abdominis,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abducted,1,0,0,0,1,0,0,VERB,0.000,1,0,0
abduction,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abdul,12,0,12,0,0,0,0,PROPN,0.000,0,0,0
abdullah,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
abdulwahab,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abe,6,0,6,0,0,0,0,PROPN,0.000,0,0,0
abed,1,0,0,0,0,1,0,ADV,0.000,1,0,0
abel,21,0,21,0,0,0,0,PROPN,0.000,0,0,0
abell,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abello,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abelson,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
aber,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
aberdeen,13,0,13,0,0,0,0,PROPN,0.000,1,0,1
aberdeenshire,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
abernathy,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
abernathys,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
aberrant,6,1,0,5,0,0,0,ADJ,0.167,6,1,0
aberration,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
aberrations,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
abetted,5,0,0,0,5,0,0,VERB,0.000,5,0,0
abetting,1,0,0,0,1,0,0,VERB,0.000,1,0,0
abeyance,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
abhor,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abhorred,1,0,0,0,1,0,0,VERB,0.000,1,0,0
abhorrent,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
abide,16,0,0,0,16,0,0,VERB,0.000,15,0,0
abided,2,0,0,1,1,0,0,ADJ,0.000,2,0,0
abides,2,0,0,0,2,0,0,VERB,0.000,2,0,0
abiding,8,0,0,0,8,0,0,VERB,0.000,8,0,0
abidjan,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abigail,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
abilene,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
abilities,29,29,0,0,0,0,0,NOUN,1.000,29,29,0
ability,205,205,0,0,0,0,0,NOUN,1.000,205,205,0
abject,3,0,0,3,0,0,0,ADJ,0.000,3,0,0
abjection,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abjectly,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
ablard,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
ablated,1,0,0,0,1,0,0,VERB,0.000,1,0,0
ablation,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
ablaze,3,0,0,0,0,3,0,ADV,0.000,3,0,0
able,619,0,2,617,0,0,0,ADJ,0.000,617,0,0
abler,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
ablest,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
ably,2,0,0,0,0,2,0,ADV,0.000,2,0,0
abner,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abnormal,24,0,0,24,0,0,0,ADJ,0.000,22,0,0
abnormalities,14,13,1,0,0,0,0,NOUN,0.929,13,13,0
abnormality,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
abnormally,2,0,0,0,0,1,1,OTHER,0.000,2,0,0
abo,5,5,0,0,0,0,0,NOUN,1.000,0,0,0
aboard,62,0,0,0,0,28,34,OTHER,0.000,62,0,0
abode,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
abolish,10,0,0,0,10,0,0,VERB,0.000,10,0,0
abolished,5,0,0,0,5,0,0,VERB,0.000,5,0,0
abolishing,4,0,1,0,3,0,0,VERB,0.000,3,0,0
abolition,12,12,0,0,0,0,0,NOUN,1.000,9,9,0
abolitionist,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abolitionists,5,5,0,0,0,0,0,NOUN,1.000,3,3,0
abomination,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
abominations,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
aboout,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
aboriginal,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
aborigine,7,7,0,0,0,0,0,NOUN,1.000,7,7,0
aborigines,8,8,0,0,0,0,0,NOUN,1.000,8,8,0
abort,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
aborted,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
abortion,105,100,5,0,0,0,0,NOUN,0.952,98,98,0
abortionist,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
abortions,34,34,0,0,0,0,0,NOUN,1.000,34,34,0
abortive,4,0,0,4,0,0,0,ADJ,0.000,4,0,0
abou,2,0,0,0,0,0,2,OTHER,0.000,2,0,0
abound,3,0,0,0,3,0,0,VERB,0.000,3,0,0
abounded,3,0,0,0,3,0,0,VERB,0.000,3,0,0
abounding,2,0,0,0,2,0,0,VERB,0.000,2,0,0
abounds,5,0,0,0,5,0,0,VERB,0.000,5,0,0
abourezk,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
abourted,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
about,5169,0,1,14,0,966,4188,OTHER,0.000,5053,0,0
abouts,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
above,551,1,0,53,0,120,377,OTHER,0.002,520,1,0
aboveground,2,0,0,2,0,0,0,ADJ,0.000,1,0,0
abra,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abraham,13,0,13,0,0,0,0,PROPN,0.000,0,0,0
abramoff,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
abrams,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
abramson,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
abrasions,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abrasive,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
abrasives,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abreaction,2,2,0,0,0,0,0,NOUN,1.000,1,1,0
abreast,5,0,0,0,0,5,0,ADV,0.000,5,0,0
abridged,1,0,0,0,1,0,0,VERB,0.000,1,0,0
abridging,1,0,0,0,1,0,0,VERB,0.000,1,0,0
abridgment,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abroad,83,1,0,0,0,82,0,ADV,0.012,81,1,0
abroade,1,0,0,0,0,1,0,ADV,0.000,1,0,0
abrogated,2,0,0,0,2,0,0,VERB,0.000,2,0,0
abrogation,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
abrupt,24,0,0,24,0,0,0,ADJ,0.000,23,0,0
abruptly,26,0,0,0,0,26,0,ADV,0.000,25,0,0
abruptness,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abs,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abscesses,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
abscissa,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
absence,84,83,1,0,0,0,0,NOUN,0.988,83,83,0
absences,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
absent,36,0,0,32,4,0,0,ADJ,0.000,35,0,0
absented,1,0,0,0,1,0,0,VERB,0.000,1,0,0
absentee,4,3,0,1,0,0,0,NOUN,0.750,4,3,0
absenteeism,7,7,0,0,0,0,0,NOUN,1.000,6,6,0
absentia,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
absenting,1,0,0,0,1,0,0,VERB,0.000,1,0,0
absently,7,0,0,0,0,7,0,ADV,0.000,7,0,0
absentmindedly,1,0,0,0,0,1,0,ADV,0.000,1,0,0
absinthe,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
absolute,58,1,0,56,0,1,0,ADJ,0.017,56,1,0
absolutely,140,0,0,0,0,115,25,ADV,0.000,109,0,0
absoluteness,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
absolutes,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
absolution,5,2,3,0,0,0,0,PROPN,0.400,1,1,0
absolutism,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
absorb,27,0,0,0,27,0,0,VERB,0.000,27,0,0
absorbance,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
absorbed,31,0,0,0,31,0,0,VERB,0.000,30,0,0
absorbency,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
absorbent,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
absorber,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
absorbing,8,0,0,1,7,0,0,VERB,0.000,8,0,0
absorbs,2,0,0,0,2,0,0,VERB,0.000,2,0,0
absorption,14,14,0,0,0,0,0,NOUN,1.000,14,14,0
absorptions,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
absorptive,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
absoul,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
absoulutely,1,0,0,0,0,1,0,ADV,0.000,1,0,0
abstain,2,0,0,0,2,0,0,VERB,0.000,2,0,0
abstained,1,0,0,0,1,0,0,VERB,0.000,1,0,0
abstaining,3,0,0,0,3,0,0,VERB,0.000,3,0,0
abstemious,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
abstention,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
abstinence,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
abstract,48,4,0,41,3,0,0,ADJ,0.083,42,2,0
abstracted,3,0,0,0,3,0,0,VERB,0.000,3,0,0
abstractedness,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abstracting,3,0,0,0,3,0,0,VERB,0.000,3,0,0
abstraction,17,17,0,0,0,0,0,NOUN,1.000,14,14,0
abstractionism,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abstractionists,3,3,0,0,0,0,0,NOUN,1.000,2,2,0
abstractions,8,8,0,0,0,0,0,NOUN,1.000,7,7,0
abstractive,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
abstractly,1,0,0,0,0,1,0,ADV,0.000,1,0,0
abstractors,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abstracts,6,6,0,0,0,0,0,NOUN,1.000,5,5,0
abstrusenesses,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
absurd,26,0,0,26,0,0,0,ADJ,0.000,26,0,0
absurdities,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
absurdity,12,10,2,0,0,0,0,NOUN,0.833,10,10,0
absurdly,2,0,0,0,0,2,0,ADV,0.000,2,0,0
abt,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
abu,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
abuja,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abundance,23,23,0,0,0,0,0,NOUN,1.000,22,22,0
abundant,19,0,0,19,0,0,0,ADJ,0.000,19,0,0
abundantly,7,0,0,0,0,5,2,ADV,0.000,7,0,0
abuse,58,53,0,0,5,0,0,NOUN,0.914,55,50,0
abused,14,0,0,0,14,0,0,VERB,0.000,13,0,0
abusers,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abuses,12,12,0,0,0,0,0,NOUN,1.000,12,12,0
abusing,4,0,0,0,4,0,0,VERB,0.000,4,0,0
abusive,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
abutments,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abutter,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abutters,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
abuzz,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
abx,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
abymes,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
abysmal,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
abyss,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
abyssinians,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
ac,7,3,4,0,0,0,0,PROPN,0.429,3,3,0
acacia,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
academeh,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
academia,3,2,1,0,0,0,0,NOUN,0.667,2,2,0
academic,109,4,1,104,0,0,0,ADJ,0.037,106,4,0
academically,6,0,0,0,0,6,0,ADV,0.000,5,0,0
academicianship,1,1,0,0,0,0,0,NOUN,1.000,0,0,0
academicized,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
academics,10,10,0,0,0,0,0,NOUN,1.000,8,8,0
academies,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
academy,56,29,27,0,0,0,0,NOUN,0.518,11,11,0
acadia,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
académie,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
acala,5,0,5,0,0,0,0,PROPN,0.000,0,0,0
acapulco,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
accacia,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
accademia,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
accardo,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
accecpt,1,0,0,0,1,0,0,VERB,0.000,1,0,0
accede,1,0,0,0,1,0,0,VERB,0.000,1,0,0
acceded,3,0,0,0,3,0,0,VERB,0.000,3,0,0
accelerate,13,0,0,0,13,0,0,VERB,0.000,13,0,0
accelerated,24,0,0,1,23,0,0,VERB,0.000,24,0,0
accelerates,1,0,0,0,1,0,0,VERB,0.000,1,0,0
accelerating,9,0,0,0,9,0,0,VERB,0.000,9,0,0
acceleration,20,20,0,0,0,0,0,NOUN,1.000,20,20,0
accelerations,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
accelerator,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
accelerators,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
accelerometer,17,17,0,0,0,0,0,NOUN,1.000,17,17,0
accelerometers,8,8,0,0,0,0,0,NOUN,1.000,8,8,0
accent,17,16,0,0,1,0,0,NOUN,0.941,17,16,0
accented,4,0,0,1,3,0,0,VERB,0.000,4,0,0
accenting,2,1,0,0,1,0,0,NOUN,0.500,2,1,0
accents,11,11,0,0,0,0,0,NOUN,1.000,11,11,0
accentual,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
accentuate,1,0,0,0,1,0,0,VERB,0.000,1,0,0
accentuated,6,0,0,3,3,0,0,VERB,0.000,6,0,0
accentuates,2,1,0,0,1,0,0,NOUN,0.500,2,1,0
accenture,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
accept,175,0,1,0,173,0,1,VERB,0.000,173,0,0
acceptability,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
acceptable,44,0,0,44,0,0,0,ADJ,0.000,43,0,0
acceptance,76,71,5,0,0,0,0,NOUN,0.934,70,70,0
acceptances,5,5,0,0,0,0,0,NOUN,1.000,2,2,0
accepted,180,0,0,1,179,0,0,VERB,0.000,176,0,0
accepting,42,0,0,2,40,0,0,VERB,0.000,42,0,0
accepts,13,0,0,0,13,0,0,VERB,0.000,13,0,0
access,227,185,14,0,22,0,6,NOUN,0.815,206,184,0
accessed,5,0,0,4,1,0,0,ADJ,0.000,5,0,0
accesses,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accessibility,7,7,0,0,0,0,0,NOUN,1.000,7,7,0
accessible,25,0,0,25,0,0,0,ADJ,0.000,25,0,0
accessing,5,0,0,0,5,0,0,VERB,0.000,5,0,0
accession,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accessions,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accessories,20,20,0,0,0,0,0,NOUN,1.000,20,20,0
accessory,6,2,0,4,0,0,0,ADJ,0.333,6,2,0
accident,82,79,3,0,0,0,0,NOUN,0.963,75,75,0
accidental,15,4,0,11,0,0,0,ADJ,0.267,14,4,0
accidentally,19,0,0,0,0,19,0,ADV,0.000,18,0,0
accidents,15,14,1,0,0,0,0,NOUN,0.933,14,14,0
acclaim,5,4,0,0,1,0,0,NOUN,0.800,5,4,0
acclaimed,9,0,0,4,5,0,0,VERB,0.000,9,0,0
acclaims,1,0,0,0,1,0,0,VERB,0.000,1,0,0
acclamation,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acclimatized,1,0,0,0,1,0,0,VERB,0.000,1,0,0
accolade,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
accolades,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accomdating,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
accommodate,40,0,0,0,40,0,0,VERB,0.000,40,0,0
accommodated,3,0,0,0,3,0,0,VERB,0.000,3,0,0
accommodates,3,1,0,0,2,0,0,VERB,0.333,3,1,0
accommodating,4,0,0,0,4,0,0,VERB,0.000,4,0,0
accommodation,11,11,0,0,0,0,0,NOUN,1.000,10,10,0
accommodations,16,16,0,0,0,0,0,NOUN,1.000,16,16,0
accomodate,2,0,0,0,2,0,0,VERB,0.000,2,0,0
accomodating,3,0,0,3,0,0,0,ADJ,0.000,2,0,0
accomodations,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accompanied,48,0,0,0,48,0,0,VERB,0.000,47,0,0
accompanies,2,0,0,0,2,0,0,VERB,0.000,2,0,0
accompaniment,8,8,0,0,0,0,0,NOUN,1.000,8,8,0
accompaniments,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
accompanist,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accompanists,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accompany,15,0,0,0,15,0,0,VERB,0.000,15,0,0
accompanying,24,0,0,0,24,0,0,VERB,0.000,24,0,0
accompli,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accomplice,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
accomplices,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
accomplish,46,0,0,0,46,0,0,VERB,0.000,46,0,0
accomplished,62,0,0,3,59,0,0,VERB,0.000,62,0,0
accomplishes,2,0,0,0,2,0,0,VERB,0.000,2,0,0
accomplishing,7,0,0,0,7,0,0,VERB,0.000,7,0,0
accomplishment,12,12,0,0,0,0,0,NOUN,1.000,12,12,0
accomplishments,21,21,0,0,0,0,0,NOUN,1.000,21,21,0
accord,37,28,4,0,4,0,1,NOUN,0.757,29,25,0
accordance,27,27,0,0,0,0,0,NOUN,1.000,27,27,0
accorded,7,0,0,0,7,0,0,VERB,0.000,7,0,0
according,446,0,0,0,307,11,128,VERB,0.000,317,0,0
accordingly,44,0,0,0,0,44,0,ADV,0.000,22,0,0
accordion,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
accords,5,3,1,0,1,0,0,NOUN,0.600,4,3,0
accosted,2,0,0,0,2,0,0,VERB,0.000,2,0,0
accosting,1,0,0,0,1,0,0,VERB,0.000,1,0,0
account,311,242,14,0,55,0,0,NOUN,0.778,293,238,0
accountabilities,1,1,0,0,0,0,0,NOUN,1.000,0,0,0
accountability,17,16,1,0,0,0,0,NOUN,0.941,16,16,0
accountable,8,0,0,8,0,0,0,ADJ,0.000,8,0,0
accountant,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
accountants,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
accounted,25,0,0,0,25,0,0,VERB,0.000,25,0,0
accounting,38,28,1,0,9,0,0,NOUN,0.737,35,28,0
accounts,120,103,2,0,15,0,0,NOUN,0.858,116,101,0
accouterments,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
accoutrements,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accreditation,7,7,0,0,0,0,0,NOUN,1.000,7,7,0
accredited,3,0,0,0,3,0,0,VERB,0.000,3,0,0
accretion,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
accretions,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
accrual,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
accrue,6,0,0,0,6,0,0,VERB,0.000,6,0,0
accrued,8,0,0,0,8,0,0,VERB,0.000,8,0,0
accrues,1,0,0,0,1,0,0,VERB,0.000,1,0,0
accruing,9,0,0,0,9,0,0,VERB,0.000,9,0,0
acct,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acculturated,1,0,0,0,1,0,0,VERB,0.000,1,0,0
acculturation,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accumsan,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accumulate,6,0,0,0,6,0,0,VERB,0.000,6,0,0
accumulated,21,0,0,1,20,0,0,VERB,0.000,21,0,0
accumulates,4,2,0,0,2,0,0,NOUN,0.500,4,2,0
accumulating,4,0,0,0,4,0,0,VERB,0.000,4,0,0
accumulation,15,12,3,0,0,0,0,NOUN,0.800,12,12,0
accuracies,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accuracy,52,51,1,0,0,0,0,NOUN,0.981,50,50,0
accurate,76,0,0,76,0,0,0,ADJ,0.000,75,0,0
accurately,36,0,0,0,0,36,0,ADV,0.000,36,0,0
accusation,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
accusations,9,9,0,0,0,0,0,NOUN,1.000,9,9,0
accuse,13,0,0,0,13,0,0,VERB,0.000,13,0,0
accused,58,0,0,0,58,0,0,VERB,0.000,58,0,0
accuser,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
accuses,5,0,0,0,5,0,0,VERB,0.000,5,0,0
accusing,12,0,0,0,12,0,0,VERB,0.000,12,0,0
accusingly,2,0,0,0,0,2,0,ADV,0.000,2,0,0
accustomed,23,0,0,2,21,0,0,VERB,0.000,22,0,0
acd,1,0,1,0,0,0,0,PROPN,0.000,1,0,1
ace,18,17,1,0,0,0,0,NOUN,0.944,15,15,0
acedraz,1,0,0,0,0,0,1,OTHER,0.000,0,0,0
aceh,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
acemoney,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
acephalous,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
acer,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
aces,6,5,0,0,1,0,0,NOUN,0.833,5,4,0
acestism,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acetate,11,11,0,0,0,0,0,NOUN,1.000,11,11,0
acetone,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
acetonemia,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
acetonitrile,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acey,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
achaeans,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
acham,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
ache,5,4,0,0,1,0,0,NOUN,0.800,5,4,0
ached,3,0,0,0,3,0,0,VERB,0.000,3,0,0
aches,3,2,0,0,1,0,0,NOUN,0.667,3,2,0
acheson,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
achievable,3,0,1,2,0,0,0,ADJ,0.000,2,0,0
achieve,121,0,0,0,121,0,0,VERB,0.000,121,0,0
achieved,98,0,0,0,98,0,0,VERB,0.000,98,0,0
achievement,92,88,4,0,0,0,0,NOUN,0.957,80,80,0
achievements,32,32,0,0,0,0,0,NOUN,1.000,32,32,0
achiever,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
achieves,7,0,0,0,7,0,0,VERB,0.000,7,0,0
achieving,40,0,0,0,40,0,0,VERB,0.000,36,0,0
achilles,5,0,5,0,0,0,0,PROPN,0.000,0,0,0
aching,7,0,0,1,6,0,0,VERB,0.000,7,0,0
acia,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
acid,48,30,12,6,0,0,0,NOUN,0.625,36,30,0
