word,scowl_size,scowl_pos,scowl_is_noun,scowl_noun_size,scowl_subtypes,scowl_dialects,scowl_variant_in,scowl_american_standard,scowl_senses,scowl_inflections,scowl_codes
a,35,n:1;pre:1,True,35,,,,True,,,
aa,70,n:1,True,70,,,,True,,,
aah,60,v:2,False,,,,,True,,"aahed-, aahing-, aahs-",
aalii,70,n:1,True,70,,,,True,,aaliis,
aardvark,35,n:2,True,35,,,,True,,"aardvarks, aardvark's",
aardwolf,70,n:1,True,70,,,,True,,"aardwolves, aardwolf's",
aargh,70,i:1,False,,,,,True,,,
ab,60,abbr:1;n:1,True,70,,,,True,,,
aba,70,n:1,True,70,,,,True,,abas,
abaca,70,n:1,True,70,,,,True,,abacas,
aback,35,av:1,False,,,,,True,,,
abacus,35,n:2,True,35,,,,True,,(abacuses | ~: abaci),
abaft,50,av:1,False,,,,,True,,,
abalone,50,n:1,True,50,,,,True,,"abalones, abalone's",
abamp,70,n:1,True,70,,,,True,,abamps,
abampere,70,n:1,True,70,,,,True,,abamperes,
abandon,35,v:1,False,,,,,True,,"abandoned, abandoning, abandons",
abandoned,35,aj:1,False,,,,,True,,,
abandonedly,70,av:1,False,,,,,True,,,
abandonment,35,n:1,True,35,,,,True,,,
abase,50,v:1,False,,,,,True,,"abased, abasing, abases",
abasement,50,n:1,True,50,,,,True,,,
abash,50,v:2,False,,,,,True,,"-, abashing, abashes | abashed, -, -",
abashed,40,aj:1,False,,,,,True,,,
abashedly,60,av:1,False,,,,,True,,,
abashment,60,n:1,True,60,,,,True,,,
abate,35,v:1,False,,,,,True,,"abated, abating, abates",
abatement,50,n:1,True,50,,,,True,,,
abatis,70,n:2,True,70,,,,True,,abatises,
abattoir,50,n:2,True,50,,,,True,,abattoirs,
abaxial,70,aj:1,False,,,,,True,,,
abaya,70,n:1,True,70,,,,True,,abayas,
abb,70,n:1,True,70,,,,True,,abbs,
abba,70,n:1,True,70,,,,True,,abbas,
abbacy,70,n:1,True,70,,,,True,,abbacies,
abbatial,70,aj:1,False,,,,,True,,,
abbe,50,n:1,True,50,,,,True,,"abbes, abbe's",_~
abbess,50,n:1,True,50,,,,True,,"abbesses, abbess's",
abbey,35,n:2,True,35,,,,True,,"abbeys, abbey's",
abbot,35,n:2,True,35,,,,True,,"abbots, abbot's",
abbr,40,abbr:1,False,,,,,True,,,_~
abbreviate,35,v:2,False,,,,,True,,"abbreviated, abbreviating, abbreviates",
abbreviated,70,aj:1,False,,,,,True,,,
abbreviation,35,n:1,True,35,,,,True,,abbreviations,
abbreviator,70,n:1,True,70,,,,True,,"abbreviators, abbreviator's",
abcoulomb,70,n:1,True,70,,,,True,,abcoulombs,
abdicate,35,v:2,False,,,,,True,,"abdicated, abdicating, abdicates",
abdication,35,n:2,True,35,,,,True,,abdications,
abdicator,70,n:1,True,70,,,,True,,"abdicators, abdicator's",
abdomen,35,n:1,True,35,,,,True,,abdomens,
abdominal,35,n:2;aj:1,True,70,,,,True,,abdominals,
abdominally,70,av:1,False,,,,,True,,,
abdominous,70,aj:1,False,,,,,True,,,
abduce,70,v:1,False,,,,,True,,"abduced, abducing, abduces",
abducent,70,n:1;aj:1,True,70,,,,True,,,
abduct,35,v:1,False,,,,,True,,"abducted, abducting, abducts",
abductee,50,n:2,True,50,,,,True,,abductee's | abductees,
abduction,40,n:1,True,40,,,,True,,abductions,
abductor,50,n:1,True,50,,,,True,,"abductors, abductor's",
abeam,50,av:1,False,,,,,True,,,
abecedarian,70,n:1;aj:1,True,70,,,,True,,"abecedarians, abecedarian's",
abed,50,av:1,False,,,,,True,,,
abele,70,n:1,True,70,,,,True,,abeles,
abelmosk,70,n:1,True,70,,,,True,,abelmosks,
aberrance,70,n:2,True,70,,,,True,,aberrances,
aberrancy,70,n:1,True,70,,,,True,,aberrancies,
aberrant,50,aj:1,False,,,,,True,,,
aberrantly,70,av:1,False,,,,,True,,,
aberration,35,n:2,True,35,,,,True,,aberrations,
aberrational,60,aj:1,False,,,,,True,,,
abessive,70,n:2,True,70,,,,True,,abessives,
abet,35,v:2,False,,,,,True,,"-, abetting, abets | abetted, -, -",
abetment,70,n:1,True,70,,,,True,,abetments,
abetter,50,n:1,True,50,,AB,A,False,,"abetters, abetter's",Av B
abettor,50,n:1,True,50,,ABC,B,True,,"abettors, abettor's",A Bv C
abeyance,50,n:1,True,50,,,,True,,,
abeyant,70,aj:1,False,,,,,True,,,
abfarad,70,n:1,True,70,,,,True,,abfarads,
abhenry,70,n:1,True,70,,,,True,,abhenries,
abhor,35,v:2,False,,,,,True,,"abhorred, abhorring, abhors",
abhorrence,35,n:1,True,35,,,,True,,,
abhorrent,35,aj:1,False,,,,,True,,,
abhorrently,60,av:1,False,,,,,True,,,
abhorrer,70,n:1,True,70,,,,True,,"abhorrers, abhorrer's",
abidance,60,n:1,True,60,,,,True,,,
abide,35,v:2,False,,,,,True,,"(abode | ~: abided), abiding, abides",
abider,70,n:1,True,70,,,,True,,abiders,
abiding,40,aj:1,False,,,,,True,,,
abidingly,60,av:1,False,,,,,True,,,
abigail,70,n:1,True,70,,,,True,,abigails,
ability,35,n:1,True,35,,,,True,,abilities,
abiogenesis,70,n:2,True,70,,,,True,,abiogeneses,
abiogenetic,70,aj:1,False,,,,,True,,,
abiosis,70,n:1,True,70,,,,True,,abioses,
abject,35,aj:1,False,,,,,True,,,
abjection,60,n:1,True,60,,,,True,,,
abjectly,50,av:1,False,,,,,True,,,
abjectness,60,n:1,True,60,,,,True,,,
abjuration,50,n:1,True,50,,,,True,,abjurations,
abjuratory,60,aj:1,False,,,,,True,,,
abjure,50,v:1,False,,,,,True,,"abjured, abjuring, abjures",
abjurer,60,n:1,True,60,,,,True,,"abjurers, abjurer's",
ablate,60,v:1,False,,,,,True,,"ablated, ablating, ablates",
ablation,60,n:2,True,60,,,,True,,ablations,
ablative,50,n:1;aj:1,True,50,,,,True,,ablatives,
ablaut,70,n:1,True,70,,,,True,,ablauts,
ablaze,35,aj:1,False,,,,,True,,,
able,35,aj:2;suf:1,False,,,,,True,,"abler, ablest",
ableism,70,n:1,True,70,,,,True,,ableisms,
ableist,70,n:1,True,70,,,,True,,ableists,
abloom,50,aj:1,False,,,,,True,,,
ablution,50,n:2,True,50,,,,True,,ablutions,
ably,35,av:1,False,,,,,True,,,
abmho,70,n:1,True,70,,,,True,,abmhos,
abnegate,50,v:1,False,,,,,True,,"abnegated, abnegating, abnegates",
abnegation,50,n:1,True,50,,,,True,,,
abnegator,70,n:1,True,70,,,,True,,"abnegators, abnegator's",
abnormal,35,aj:1,False,,,,,True,,,
abnormality,35,n:2,True,35,,,,True,,abnormalities,
abnormally,35,av:1,False,,,,,True,,,
abnormity,70,n:1,True,70,,,,True,,abnormities,
aboard,35,av:1;pp:1,False,,,,,True,,,
abode,35,n:2,True,35,,,,True,,abodes,
abohm,70,n:1,True,70,,,,True,,abohms,
abolish,35,v:2,False,,,,,True,,"-, -, abolishes | abolished, abolishing, -",
abolisher,70,n:1,True,70,,,,True,,abolishers,
abolishment,70,n:1,True,70,,,,True,,abolishments,
abolition,35,n:1,True,35,,,,True,,,
abolitionism,60,n:1,True,60,,,,True,,,
abolitionist,40,n:1,True,40,,,,True,,"abolitionists, abolitionist's",
abomasum,70,n:1,True,70,,,,True,,"abomasa, abomasum's, abomasa's",
abominable,35,aj:1,False,,,,,True,,,
abominably,50,av:1,False,,,,,True,,,
abominate,50,v:1,False,,,,,True,,"abominated, abominating, abominates",
abomination,35,n:2,True,35,,,,True,,"abominations, abomination's",
abominator,70,n:1,True,70,,,,True,,"abominators, abominator's",
aboral,70,aj:1,False,,,,,True,,,
aboriginal,35,n:2;aj:1,True,35,,,,True,,"aboriginals, aboriginal's",
aboriginally,70,av:1,False,,,,,True,,,
aborigine,35,n:1,True,35,,,,True,,"aborigines, aborigine's",
aborning,60,aj:1,False,,,,,True,,,
abort,35,v:1,False,,,,,True,,"aborted, aborting, aborts",
aborticide,70,n:1,True,70,,,,True,,aborticides,
abortifacient,70,n:1;aj:1,True,70,,,,True,,abortifacients,
abortion,35,n:1,True,35,,,,True,,abortions,
abortionist,50,n:1,True,50,,,,True,,"abortionists, abortionist's",
abortive,35,aj:1,False,,,,,True,,,
abortively,60,av:1,False,,,,,True,,,
aboulia,70,n:2,True,70,,,,True,,aboulias,
abound,35,v:2,False,,,,,True,,"abounded, abounding, abounds",
about,35,aj:1;av:1;pp:1,False,,,,,True,,,
above,35,n:1;aj:1;av:1;pp:1,True,35,,,,True,,,
aboveboard,35,aj:1;av:1,False,,,,,True,,,
aboveground,70,aj:1,False,,,,,True,,,
abracadabra,50,n:1,True,50,,,,True,,,
abradant,70,n:1,True,70,,,,True,,abradants,
abrade,50,v:1,False,,,,,True,,"abraded, abrading, abrades",
abrader,70,n:1,True,70,,,,True,,abraders,
abranchiate,70,aj:1,False,,,,,True,,,
abrasion,50,n:2,True,50,,,,True,,abrasions,
abrasive,35,n:2;aj:1,True,35,,,,True,,abrasives,
abrasively,40,av:1,False,,,,,True,,,
abrasiveness,50,n:1,True,50,,,,True,,,
abraxas,70,n:1,True,70,,,,True,,abraxases,
abreact,70,v:1,False,,,,,True,,"abreacted, abreacting, abreacts",
abreaction,70,n:1,True,70,,,,True,,abreactions,
abreast,35,aj:1;av:1,False,,,,,True,,,
abri,70,n:1,True,70,,,,True,,abris,
abridge,35,v:1,False,,,,,True,,"abridged, abridging, abridges",
abridged,70,aj:1,False,,,,,True,,,
abridgement,40,n:1,True,40,,BCD,,False,,abridgements,B C D
abridger,70,n:1,True,70,,,,True,,"abridgers, abridger's",
abridgment,40,n:1,True,40,,ABCD,BCD,True,,abridgments,A BV Cv Dv
abroach,70,aj:1,False,,,,,True,,,
abroad,35,aj:1;av:1,False,,,,,True,,,
abrogate,50,v:1,False,,,,,True,,"abrogated, abrogating, abrogates",
abrogation,50,n:2,True,50,,,,True,,abrogations,
abrogator,60,n:1,True,60,,,,True,,"abrogators, abrogator's",
abrupt,35,aj:2,False,,,,,True,,"abrupter, abruptest",
abruption,70,n:1,True,70,,,,True,,abruptions,
abruptly,35,av:1,False,,,,,True,,,
abruptness,40,n:1,True,40,,,,True,,,
abs,60,n:1,True,60,,,,True,,,
abscess,35,v:3;n:1,True,35,,,,True,,"-, -, abscesses | -, abscessing, - | abscessed, -, - | abscesses",
abscessed,70,aj:1,False,,,,,True,,,
abscind,70,v:1,False,,,,,True,,"abscinded, abscinding, abscinds",
abscise,70,v:1,False,,,,,True,,"abscised, abscising, abscises",
abscissa,50,n:1,True,50,,,,True,,(abscissas | ~: abscissae),
abscission,60,n:1,True,60,,,,True,,,
abscond,35,v:1,False,,,,,True,,"absconded, absconding, absconds",
absconder,60,n:1,True,60,,,,True,,"absconders, absconder's",
abseil,60,n:1;v:1,True,60,,,,True,,"abseiled, abseiling, abseils | abseils",
absence,35,n:2,True,35,,,,True,,absences,
absent,35,v:2;aj:1,False,,,,,True,,"absented, absenting, absents",
absentee,35,n:2,True,35,,,,True,,"absentees, absentee's",
absenteeism,40,n:1,True,40,,,,True,,,
absently,40,av:1,False,,,,,True,,,
absentminded,60,aj:1,False,,,,,True,,,
absentmindedly,60,av:1,False,,,,,True,,,
absentmindedness,60,n:1,True,60,,,,True,,,
absinth,50,n:1,True,50,,AB,A,False,:1,,AV B
absinthe,50,n:2,True,50,,AB,,True,:1;:2,,A;A B
absinthism,70,n:1,True,70,,,,True,,,
absolute,35,n:2;aj:2,True,35,,,,True,,"-, absolutest | absolutes",
absolutely,35,av:1,False,,,,,True,,,
absoluteness,60,n:1,True,60,,,,True,,,
absolution,50,n:1,True,50,,,,True,,,
absolutism,50,n:1,True,50,,,,True,,absolutism's,
absolutist,60,n:1;aj:1,True,60,,,,True,,"absolutists, absolutist's",
absolutistic,70,aj:1,False,,,,,True,,,
absolutization,70,n:1,True,70,,,,True,,,
absolutize,70,v:1,False,,,,,True,,"absolutized, absolutizing, absolutizes",
absolvable,70,aj:1,False,,,,,True,,,
absolve,35,v:2,False,,,,,True,,"absolved, absolving, absolves",
absolver,70,n:1,True,70,,,,True,,"absolvers, absolver's",
absonant,70,aj:1,False,,,,,True,,,
absorb,35,v:1,False,,,,,True,,"absorbed, absorbing, absorbs",
absorbable,70,aj:1,False,,,,,True,,,
absorbance,60,n:2,True,60,,,,True,,absorbances-,
absorbant,70,n:1,True,70,,,,True,,absorbants-,
absorbed,40,aj:1,False,,,,,True,,,
absorbefacient,70,aj:1,False,,,,,True,,,
absorbency,50,n:1,True,50,,,,True,,,
absorbent,35,n:2;aj:1,True,35,,,,True,,absorbents,
absorber,70,n:1,True,70,,,,True,,absorbers,
absorbing,40,aj:1,False,,,,,True,,,
absorbingly,60,av:1,False,,,,,True,,,
absorptance,70,n:1,True,70,,,,True,,absorptances,
absorption,35,n:2,True,35,,,,True,,absorptions-,
absorptive,60,aj:1,False,,,,,True,,,
absorptivity,70,n:2,True,70,,,,True,,absorptivities,
absquatulate,70,v:1,False,,,,,True,,"absquatulated, absquatulating, absquatulates",
absquatulation,70,n:1,True,70,,,,True,,,
abstain,35,v:3,False,,,,,True,,"-, abstaining, abstains | abstained, -, -",
abstainer,50,n:1,True,50,,,,True,,"abstainers, abstainer's",
abstemious,50,aj:1,False,,,,,True,,,
abstemiously,60,av:1,False,,,,,True,,,
abstemiousness,60,n:1,True,60,,,,True,,,
abstention,35,n:2,True,35,,,,True,,abstentions,
abstergent,70,n:1,True,70,,,,True,,abstergents,
abstinence,35,n:1,True,35,,,,True,,,
abstinent,40,aj:1,False,,,,,True,,,
abstinently,70,av:1,False,,,,,True,,,
abstract,35,v:2;n:1;aj:1,True,35,,,,True,,"abstracted, abstracting, abstracts | abstracts",
abstracted,70,aj:1,False,,,,,True,,,
abstractedly,50,av:1,False,,,,,True,,,
abstractedness,60,n:1,True,60,,,,True,,,
abstracter,70,n:1,True,70,,,,True,,"abstracters, abstracter's",
abstraction,35,n:2,True,35,,,,True,,abstractions,
abstractionism,70,n:2,True,70,,,,True,,abstractionisms,
abstractionist,70,n:1;aj:1,True,70,,,,True,,"abstractionists, abstractionist's",
abstractly,50,av:1,False,,,,,True,,,
abstractness,50,n:2,True,50,,,,True,,abstractnesses,
abstriction,70,n:1,True,70,,,,True,,abstrictions,
abstruse,35,aj:1,False,,,,,True,,,
abstrusely,50,av:1,False,,,,,True,,,
abstruseness,50,n:1,True,50,,,,True,,,
absurd,35,aj:2,False,,,,,True,,"absurder, absurdest",
absurdism,70,n:2,True,70,,,,True,,absurdisms,
absurdist,60,n:1,True,60,,,,True,,"absurdists, absurdist's",
absurdity,35,n:2,True,35,,,,True,,absurdities,
absurdly,35,av:1,False,,,,,True,,,
absurdness,60,n:1,True,60,,,,True,,,
abulia,70,n:2,True,70,,,,True,,abulias,
abulic,70,aj:1,False,,,,,True,,,
abundance,35,n:2,True,35,,,,True,,abundances,
abundant,35,aj:1,False,,,,,True,,,
abundantly,35,av:1,False,,,,,True,,,
abuse,35,n:1;v:1,True,35,,,,True,,"abused, abusing, abuses | abuses",
abused,35,aj:1;n:1,True,35,,,,True,,abusers,
abuser,50,n:2,True,50,,,,True,,abuser's,
abusive,35,aj:1,False,,,,,True,,,
abusively,50,av:1,False,,,,,True,,,
abusiveness,50,n:1,True,50,,,,True,,,
abut,50,v:1,False,,,,,True,,"abutted, abutting, abuts",
abutilon,70,n:1,True,70,,,,True,,abutilons,
abutment,50,n:1,True,50,,,,True,,abutments,
abuttal,70,n:1,True,70,,,,True,,abuttals,
abutter,70,n:1,True,70,,,,True,,"abutters, abutter's",
abuzz,50,aj:1,False,,,,,True,,,
abvolt,70,n:1,True,70,,,,True,,abvolts,
abwatt,70,n:1,True,70,,,,True,,abwatts,
aby,70,v:1,False,,,,,True,,,
abysm,70,n:1,True,70,,,,True,,abysms,
abysmal,35,aj:1,False,,,,,True,,,
abysmally,40,av:1,False,,,,,True,,,
abyss,35,n:1,True,35,,,,True,,abysses,
abyssal,60,aj:1,False,,,,,True,,,
ac,60,abbr:1,False,,,,,True,,,
acacia,50,n:1,True,50,,,,True,,acacias,
academe,60,n:1,True,60,,,,True,,academe's,
academia,60,n:1,True,60,,,,True,,academia's,
academic,35,n:2;aj:1,True,35,,,,True,,academic's | academics,
academical,50,aj:1,False,,,,,True,,,
academically,35,av:1,False,,,,,True,,,
academician,50,n:1,True,50,,,,True,,"academicians, academician's",
academicism,70,n:2,True,70,,,,True,,academicisms,
academism,70,n:2,True,70,,,,True,,academisms,
academy,35,n:2,True,35,,,,True,,"academies, academy's",
acaleph,70,n:1,True,70,,,,True,,acalephs,
acanthaceous,70,aj:1,False,,,,,True,,,
acanthocephalan,70,n:2,True,70,,,,True,,acanthocephalan's | acanthocephalans,
acanthoid,70,aj:1,False,,,,,True,,,
acanthopterygian,70,n:2,True,70,,,,True,,acanthopterygian's | acanthopterygians,
acanthous,70,aj:1,False,,,,,True,,,
acanthus,50,n:1,True,50,,,,True,,(acanthuses | ~: acanthi | ~: acanthus),
acariasis,70,n:2,True,70,,,,True,,acariases,
acaricide,70,n:1,True,70,,,,True,,acaricides,
acarid,70,n:1,True,70,,,,True,,"acarids, acarid's",
acaroid,70,aj:1,False,,,,,True,,,
acarology,70,n:2,True,70,,,,True,,acarologies,
acarpous,70,aj:1,False,,,,,True,,,
acarus,70,n:1,True,70,,,,True,,"acari, acarus's, acari's",
acatalectic,70,n:1;aj:1,True,70,,,,True,,acatalectics,
acaudal,70,aj:1,False,,,,,True,,,
acaulescent,70,aj:1,False,,,,,True,,,
accede,35,v:1,False,,,,,True,,"acceded, acceding, accedes",
accedence,70,n:1,True,70,,,,True,,accedences,
accelerando,70,n:1;aj:1;av:1,True,70,,,,True,,accelerandos,
accelerant,70,n:1,True,70,,,,True,,accelerants,
accelerate,35,v:2,False,,,,,True,,"-, -, accelerates | accelerated, accelerating, -",
accelerated,70,aj:1,False,,,,,True,,,
acceleration,35,n:2,True,35,,,,True,,accelerations,
accelerative,70,aj:1,False,,,,,True,,,
accelerator,35,n:3,True,35,,,,True,,accelerator's | accelerators,
accelerometer,70,n:1,True,70,,,,True,,accelerometers,
accent,35,n:2;v:2,True,35,,,,True,,"accent's | accented, accenting, accents | accents",
accented,40,aj:1,False,,,,,True,,,
accentor,70,n:1,True,70,,,,True,,"accentors, accentor's",
accentual,60,aj:1,False,,,,,True,,,
accentuate,35,v:1,False,,,,,True,,"accentuated, accentuating, accentuates",
accentuation,50,n:1,True,50,,,,True,,,
accept,35,v:2,False,,,,,True,,"accepted, accepting, accepts",
acceptability,35,n:1,True,35,,,,True,,,
acceptable,35,aj:1,False,,,,,True,,,
acceptableness,60,n:1,True,60,,,,True,,,
acceptably,35,av:1,False,,,,,True,,,
acceptance,35,n:2,True,35,,,,True,,acceptances,
acceptant,70,aj:1,False,,,,,True,,,
acceptation,60,n:1,True,60,,,,True,,acceptations,
accepted,40,aj:1,False,,,,,True,,,
accepter,70,n:1,True,70,,,,True,,accepters,
acceptor,70,n:1,True,70,,,,True,,"acceptors, acceptor's",
access,35,n:2;v:2,True,35,,,,True,,"accessed, accessing, accesses | accesses",
accessary,70,n:1;aj:1,True,70,,,,True,,"accessaries, accessary's",
accessibility,35,n:1,True,35,,,,True,,,
accessible,35,aj:1,False,,,,,True,,,
accessibleness,70,n:1,True,70,,,,True,,accessiblenesses,
accessibly,50,av:1,False,,,,,True,,,
accession,50,n:1,True,50,,,,True,,accessions,
accessional,70,aj:1,False,,,,,True,,,
accessor,70,n:1,True,70,,,,True,,,
accessorise,60,v:1,False,,,B,,False,,"accessorised, accessorising, accessorises",B
accessorize,60,v:1,False,,,AZ,,True,,"accessorized, accessorizing, accessorizes",A Z
accessory,35,n:2;aj:1,True,35,,,,True,,accessories | accessory's,
acciaccatura,70,n:1,True,70,,,,True,,acciaccaturas,
accidence,70,n:2,True,70,,,,True,,accidences,
accident,35,n:1,True,35,,,,True,,accidents,
accidental,35,n:2;aj:1,True,35,,,,True,,accidentals,
accidentally,35,av:1,False,,,,,True,,,
accidie,70,n:2,True,70,,,,True,,accidies,
accipiter,70,n:1,True,70,,,,True,,accipiters,
accipitrine,70,aj:1,False,,,,,True,,,
acclaim,35,v:2;n:1,True,35,,,,True,,"acclaimed, acclaiming, acclaims",
acclaimer,70,n:1,True,70,,,,True,,acclaimers,
acclamation,50,n:2,True,50,,,,True,,acclamations,
acclamatory,70,aj:1,False,,,,,True,,,
acclimate,35,v:1,False,,,,,True,,"acclimated, acclimating, acclimates",
acclimation,40,n:1,True,40,,,,True,,,
acclimatisation,50,n:1,True,50,,B,,False,,,B
acclimatise,35,v:1,False,,,B,,False,,"acclimatised, acclimatising, acclimatises",B
acclimatization,50,n:1,True,50,,AZ,,True,,,A Z
acclimatize,35,v:1,False,,,AZ,,True,,"acclimatized, acclimatizing, acclimatizes",A Z
acclivitous,70,aj:1,False,,,,,True,,,
acclivity,60,n:1,True,60,,,,True,,acclivities,
accolade,35,n:2,True,35,,,,True,,accolades,
accommodate,35,v:3,False,,,,,True,,"-, accommodating, accommodates | accommodated, -, -",
accommodating,35,aj:1,False,,,,,True,,,
accommodatingly,60,av:1,False,,,,,True,,,
accommodation,35,n:2,True,35,,,,True,,accommodations,
accommodationism,70,n:1,True,70,,,,True,,,
accommodationist,70,n:1,True,70,,,,True,,accommodationists,
accommodative,70,aj:1,False,,,,,True,,,
accompaniment,35,n:2,True,35,,,,True,,accompaniments,
accompanist,35,n:1,True,35,,,,True,,"accompanists, accompanist's",
accompany,35,v:2,False,,,,,True,,"accompanied, accompanying, accompanies",
accompanying,70,aj:1,False,,,,,True,,,
accompanyist,70,n:1,True,70,,,,True,,"accompanyists, accompanyist's",
accomplice,35,n:1,True,35,,,,True,,"accomplices, accomplice's",
accomplish,35,v:2,False,,,,,True,,"accomplished, accomplishing, accomplishes",
accomplished,35,aj:1,False,,,,,True,,,
accomplisher,70,n:1,True,70,,,,True,,accomplishers,
accomplishment,35,n:2,True,35,,,,True,,accomplishments,
accord,35,n:3;v:2,True,35,,,,True,,"-, -, accords | accord's | accorded, according, - | accords",
accordance,35,n:1,True,35,,,,True,,,
accordant,60,aj:1,False,,,,,True,,,
according,35,aj:1,False,,,,,True,,,
accordingly,35,av:1,False,,,,,True,,,
accordion,35,n:1,True,35,,,,True,,accordions,
accordionist,60,n:1,True,60,,,,True,,"accordionists, accordionist's",
accost,35,n:2;v:2,True,35,,,,True,,"accosted, accosting, accosts | accosts",
accouchement,70,n:1,True,70,,,,True,,accouchements,
accoucheur,70,n:1,True,70,,,,True,,"accoucheurs, accoucheur's",
account,35,n:3;v:2,True,35,,,,True,,"account's | accounted, accounting, accounts | accounts",
accountability,35,n:1,True,35,,,,True,,,
accountable,35,aj:1,False,,,,,True,,,
accountableness,70,n:2,True,70,,,,True,,accountablenesses,
accountably,70,av:1,False,,,,,True,,,
accountancy,35,n:1,True,35,,,,True,,,
accountant,35,n:2,True,35,,,,True,,accountant's | accountants,
accounting,35,n:1,True,35,,,,True,,,
accouter,60,v:2,False,,,A,,True,,"-, accoutering, - | accoutered, -, accouters",A
accouterment,70,n:1,True,70,,A,,True,,accouterment's,A
accouterments,50,n:1,True,50,,A,,True,,,A
accoutre,60,v:2,False,,,AB,A,False,,"-, (accoutring | -: accoutreing!), - | accoutred, -, accoutres",Av B
accoutrement,70,n:1,True,70,,AB,A,False,,accoutrement's,Av B
accoutrements,50,n:1,True,50,,AB,A,False,,,Av B
accredit,50,v:1,False,,,,,True,,"accredited, accrediting, accredits",
accreditation,40,n:1,True,40,,,,True,,,
accredited,40,aj:1,False,,,,,True,,,
accrescent,70,aj:1,False,,,,,True,,,
accrete,70,v:1,False,,,,,True,,"accreted, accreting, accretes",
accretion,50,n:1,True,50,,,,True,,accretions,
accretionary,70,aj:1,False,,,,,True,,,
accretive,70,aj:1,False,,,,,True,,,
accrual,50,n:1,True,50,,,,True,,accruals,
accrue,35,v:1,False,,,,,True,,"accrued, accruing, accrues",
accrued,70,aj:1,False,,,,,True,,,
acct,50,abbr:1,False,,,,,True,,,_~
acculturate,60,v:1,False,,,,,True,,"acculturated, acculturating, acculturates",
acculturation,50,n:1,True,50,,,,True,,,
acculturative,70,aj:1,False,,,,,True,,,
accumbent,70,aj:1,False,,,,,True,,,
accumulate,35,v:2,False,,,,,True,,"-, -, accumulates | accumulated, accumulating, -",
accumulation,35,n:2,True,35,,,,True,,"accumulations, accumulation's",
accumulative,50,aj:1,False,,,,,True,,,
accumulator,50,n:2,True,50,,,,True,,"accumulators, accumulator's",
accuracy,35,n:2,True,35,,,,True,,accuracies,
accurate,35,aj:1,False,,,,,True,,,
accurately,35,av:1,False,,,,,True,,,
accurateness,50,n:1,True,50,,,,True,,,
accursed,50,aj:1,False,,,AB,,True,,,A B
accursedly,70,av:1,False,,,,,True,,,
accursedness,60,n:1,True,60,,,,True,,,
accurst,50,aj:1,False,,,AB,A,False,,,AV B-
accusal,70,n:1,True,70,,,,True,,accusals,
accusation,35,n:1,True,35,,,,True,,accusations,
accusative,50,n:1;aj:1,True,50,,,,True,,accusatives,
accusatorial,70,aj:1,False,,,,,True,,,
accusatory,50,aj:1,False,,,,,True,,,
accuse,35,v:1,False,,,,,True,,"accused, accusing, accuses",
accused,40,n:1,True,40,,,,True,,accused's,
accuser,35,n:1,True,35,,,,True,,"accusers, accuser's",
accusing,40,aj:1,False,,,,,True,,,
accusingly,40,av:1,False,,,,,True,,,
accustom,35,v:1,False,,,,,True,,"accustomed, accustoming, accustoms",
accustomed,35,aj:1,False,,,,,True,,,
ace,35,v:3;n:2;aj:1,True,35,,,,True,,"-, -, aces | aced, acing, - | aces, ace's",
acedia,70,n:2,True,70,,,,True,,acedias,
acellular,70,aj:1,False,,,,,True,,,
acentric,70,aj:1,False,,,,,True,,,
acephalous,70,aj:1,False,,,,,True,,,
acer,70,n:2,True,70,,,,True,,acers,
acerate,70,aj:1,False,,,,,True,,,
acerb,70,aj:1,False,,,,,True,,,
acerbate,60,v:1,False,,,,,True,,"acerbated, acerbating, acerbates",
acerbic,40,aj:1,False,,,,,True,,,
acerbically,60,av:1,False,,,,,True,,,
acerbity,50,n:1,True,50,,,,True,,,
acerose,70,aj:1,False,,,,,True,,,
acervate,70,aj:1,False,,,,,True,,,
acescent,70,aj:1,False,,,,,True,,,
acetabulum,70,n:1,True,70,,,,True,,(acetabula | acetabulums),
acetal,70,n:1,True,70,,,,True,,acetals,
acetaldehyde,70,n:2,True,70,,,,True,,acetaldehydes,
acetamide,70,n:2,True,70,,,,True,,acetamides,
acetaminophen,50,n:1,True,50,,,,True,,,
acetanilide,70,n:1,True,70,,,,True,,acetanilides,
acetate,50,n:2,True,50,,,,True,,acetates,
acetic,50,aj:1,False,,,,,True,,,
acetify,70,v:1,False,,,,,True,,"acetified, acetifying, acetifies",
acetone,50,n:1,True,50,,,,True,,,
acetonic,60,aj:1,False,,,,,True,,,
acetophenetidin,70,n:1,True,70,,,,True,,acetophenetidins,
acetous,70,aj:1,False,,,,,True,,,
acetum,70,n:2,True,70,,,,True,,acetums,
acetyl,60,n:2,True,60,,,,True,,acetyls-,
acetylate,70,v:1,False,,,,,True,,"acetylated, acetylating, acetylates",
acetylcholine,70,n:2,True,70,,,,True,,acetylcholines,
acetylene,50,n:1,True,50,,,,True,,,
ach,70,i:1,False,,,,,True,,,
ache,35,n:2;v:2,True,35,,,,True,,"ached, aching, aches | aches",
achene,60,n:1,True,60,,,,True,,achenes,
achievable,35,aj:1,False,,,,,True,,,
achieve,35,v:2,False,,,,,True,,"achieved, achieving, achieves",
achievement,35,n:2,True,35,,,,True,,achievement's | achievements,
achiever,40,n:1,True,40,,,,True,,"achievers, achiever's",
achiness,70,n:1,True,70,,,,True,,achinesses,
achingly,60,av:1,False,,,,,True,,,
