word,scowl_size,scowl_pos,scowl_is_noun,scowl_noun_size,scowl_subtypes,scowl_dialects,scowl_variant_in,scowl_american_standard,scowl_senses,scowl_inflections,scowl_codes
consoler,70,n:1,True,70,,,,True,,consolers,
consolidate,35,v:2,False,,,,,True,,"consolidated, consolidating, consolidates",
consolidation,35,n:1,True,35,,,,True,,consolidations,
consolidator,60,n:1,True,60,,,,True,,consolidators,
consoling,70,aj:1,False,,,,,True,,,
consolingly,60,av:1,False,,,,,True,,,
consomme,35,n:1,True,35,,,,True,,,_~
consonance,50,n:2,True,50,,,,True,,consonances,
consonant,35,n:1;aj:1,True,35,,,,True,,consonants,
consonantal,70,aj:1,False,,,,,True,,,
consonantally,70,av:1,False,,,,,True,,,
consonantly,60,av:1,False,,,,,True,,,
consort,35,n:2;v:2,True,35,,,,True,,"consorted, consorting, consorts | consorts, consort's",
consortium,35,n:2,True,35,,,,True,,"(consortia | ~: consortiums), consortium's, (consortia's | ~: consortiums')",
conspecific,70,n:1;aj:1,True,70,,,,True,,"conspecifics, conspecific's",
conspectus,60,n:1,True,60,,,,True,,conspectuses,
conspicuity,70,n:2,True,70,,,,True,,conspicuities,
conspicuous,35,aj:1,False,,,,,True,,,
conspicuously,35,av:1,False,,,,,True,,,
conspicuousness,60,n:1,True,60,,,,True,,,
conspiracy,35,n:2,True,35,,,,True,,"conspiracies, conspiracy's",
conspirator,35,n:1,True,35,,,,True,,"conspirators, conspirator's",
conspiratorial,40,aj:1,False,,,,,True,,,
conspiratorially,60,av:1,False,,,,,True,,,
conspire,35,v:2,False,,,,,True,,"conspired, conspiring, conspires",
constable,50,n:2,True,50,,,,True,,"constables, constable's",
constabulary,50,n:2,True,50,,,,True,,"constabularies, constabulary's",
constancy,35,n:1,True,35,,,,True,,,
constant,35,n:1;aj:1,True,35,,,,True,,constants,
constantan,70,n:2,True,70,,,,True,,constantans,
constantly,35,av:1,False,,,,,True,,,
constative,70,n:1,True,70,,,,True,,constatives,
constellate,70,v:1,False,,,,,True,,"constellated, constellating, constellates",
constellation,35,n:1,True,35,,,,True,,"constellations, constellation's",
consternate,70,v:1,False,,,,,True,,"consternated, consternating, consternates",
consternation,35,n:1,True,35,,,,True,,,
constipate,50,v:2,False,,,,,True,,"-, constipating, constipates | constipated, -, -",
constipated,40,aj:1,False,,,,,True,,,
constipation,35,n:1,True,35,,,,True,,,
constituency,35,n:2,True,35,,,,True,,constituencies | constituency's,
constituent,35,n:2;aj:1,True,35,,,,True,,constituent's | constituents,
constituently,70,av:1,False,,,,,True,,,
constitute,35,v:2,False,,,,,True,,"-, constituting, - | constituted, -, constitutes",
constitution,35,n:3,True,35,,,,True,,constitution's | constitutions,
constitutional,35,n:2;aj:1,True,35,,,,True,,constitutionals,
constitutionalism,60,n:3,True,60,,,,True,,constitutionalism's | constitutionalisms-,
constitutionalist,70,n:1,True,70,,,,True,,"constitutionalists, constitutionalist's",
constitutionality,50,n:1,True,50,,,,True,,,
constitutionally,35,av:1,False,,,,,True,,,
constitutive,60,aj:1,False,,,,,True,,,
constitutively,70,av:1,False,,,,,True,,,
constrain,35,v:2,False,,,,,True,,"constrained, constraining, constrains",
constrainable,70,aj:1,False,,,,,True,,,
constrained,70,aj:1,False,,,,,True,,,
constrainer,70,n:1,True,70,,,,True,,constrainers,
constraint,35,n:1,True,35,,,,True,,constraints,
constrict,35,v:1,False,,,,,True,,"constricted, constricting, constricts",
constricted,70,aj:1,False,,,,,True,,,
constriction,35,n:1,True,35,,,,True,,constrictions,
constrictive,50,aj:1,False,,,,,True,,,
constrictor,50,n:1,True,50,,,,True,,"constrictors, constrictor's",
constringe,70,v:1,False,,,,,True,,"constringed, constringing, constringes",
constringent,70,aj:1,False,,,,,True,,,
construable,60,aj:1,False,,,,,True,,,
construal,70,n:1,True,70,,,,True,,construals,
construct,35,n:2;v:1,True,35,,,,True,,"construct's | constructed, constructing, constructs | constructs",
constructer,70,n:1,True,70,,,,True,,constructers-,
constructible,70,aj:1,False,,,,,True,,,
construction,35,n:1,True,35,,,,True,,constructions,
constructional,60,aj:1,False,,,,,True,,,
constructionist,60,n:1,True,60,,,,True,,constructionists,
constructive,35,aj:1,False,,,,,True,,,
constructively,40,av:1,False,,,,,True,,,
constructiveness,60,n:1,True,60,,,,True,,,
constructivism,70,n:2,True,70,,,,True,,constructivism's | constructivisms,
constructivist,70,n:1,True,70,,,,True,,"constructivists, constructivist's",
constructor,50,n:1,True,50,,,,True,,"constructors, constructor's",
construe,35,v:2,False,,,,,True,,"-, construing, construes | construed, -, -",
consubstantial,70,aj:1,False,,,,,True,,,
consubstantiate,70,v:2,False,,,,,True,,"consubstantiated, consubstantiating, consubstantiates",
consubstantiation,60,n:1,True,60,,,,True,,,
consuetude,70,n:1,True,70,,,,True,,consuetudes,
consuetudinal,70,n:1,True,70,,,,True,,,
consuetudinary,70,n:2,True,70,,,,True,,consuetudinaries,
consul,35,n:1,True,35,,,,True,,"consuls, consul's",
consular,35,aj:1,False,,,,,True,,,
consulate,35,n:1,True,35,,,,True,,"consulates, consulate's",
consulship,60,n:1,True,60,,,,True,,,
consult,35,v:2,False,,,,,True,,"-, -, consults | consulted, consulting, -",
consultancy,35,n:2,True,35,,,,True,,consultancies,
consultant,35,n:2,True,35,,,,True,,consultant's | consultants,
consultation,35,n:1,True,35,,,,True,,consultations,
consultative,50,aj:1,False,,,,,True,,,
consultor,35,n:1,True,35,,,,True,,consumables,
consumable,50,n:1;aj:1,True,50,,,,True,,,
consume,35,v:1,False,,,,,True,,"consumed, consuming, consumes",
consumedly,70,av:1,False,,,,,True,,,
consumer,35,n:2,True,35,,,,True,,consumer's | consumers,
consumerism,35,n:1,True,35,,,,True,,,
consumerist,60,n:2;aj:1,True,60,,,,True,,consumerists,
consumeristic,70,aj:1,False,,,,,True,,,
consuming,40,aj:1,False,,,,,True,,,
consummate,35,v:1;aj:1,False,,,,,True,,"consummated, consummating, consummates",
consummately,60,av:1,False,,,,,True,,,
consummation,40,n:2,True,40,,,,True,,consummations,
consummator,70,n:1,True,70,,,,True,,consummators,
consumption,35,n:2,True,35,,,,True,,consumptions-,
consumptive,50,n:1;aj:1,True,50,,,,True,,"consumptives, consumptive's",
consumptively,70,av:1,False,,,,,True,,,
cont,50,abbr:1,False,,,,,True,,,_~
contact,35,n:3;v:2;aj:1,True,35,,,,True,,"contact's | contacted, contacting, contacts | contacts",
contactable,50,aj:1,False,,,,,True,,,
contactless,60,aj:1,False,,,,,True,,,
contactor,70,n:1,True,70,,,,True,,contactors,
contagion,35,n:1,True,35,,,,True,,contagions,
contagious,35,aj:1,False,,,,,True,,,
contagiously,60,av:1,False,,,,,True,,,
contagiousness,60,n:1,True,60,,,,True,,,
contagium,70,n:1,True,70,,,,True,,(contagia | -: contagiums!),
contain,35,v:2,False,,,,,True,,"contained, containing, contains",
containable,60,aj:1,False,,,,,True,,,
container,35,n:2,True,35,,,,True,,container's | containers,
containerisation,60,n:1,True,60,,B,,False,,,B
containerise,60,v:2,False,,,B,,False,,"-, containerising, containerises | containerised, -, -",B
containerization,60,n:1,True,60,,AZ,,True,,,A Z
containerize,60,v:2,False,,,AZ,,True,,"-, containerizing, containerizes | containerized, -, -",A Z
containment,50,n:1,True,50,,,,True,,,
contaminant,50,n:1,True,50,,,,True,,contaminants,
contaminate,35,v:1,False,,,,,True,,"contaminated, contaminating, contaminates",
contaminated,70,aj:1,False,,,,,True,,,
contamination,35,n:1,True,35,,,,True,,,
contaminative,70,aj:1,False,,,,,True,,,
contaminator,60,n:1,True,60,,,,True,,contaminators,
contango,70,n:1,True,70,,,,True,,contangos,
contd,50,abbr:1,False,,,,,True,,,_~
conte,70,n:1,True,70,,,,True,,contes,
contemn,60,v:1,False,,,,,True,,"contemned, contemning, contemns",
contemner,70,n:1,True,70,,,,True,,contemners,
contemnible,70,aj:1,False,,,,,True,,,
contemnor,70,n:1,True,70,,,,True,,contemnors,
contemplate,35,v:2,False,,,,,True,,"-, -, contemplates | contemplated, contemplating, -",
contemplation,35,n:2,True,35,,,,True,,contemplations-,
contemplative,35,n:2;aj:1,True,35,,,,True,,contemplative's | contemplatives,
contemplatively,60,av:1,False,,,,,True,,,
contemplator,70,n:1,True,70,,,,True,,contemplators,
contemporaneity,60,n:1,True,60,,,,True,,,
contemporaneous,50,aj:1,False,,,,,True,,,
contemporaneously,50,av:1,False,,,,,True,,,
contemporaneousness,70,n:2,True,70,,,,True,,contemporaneousnesses,
contemporarily,70,av:1,False,,,,,True,,,
contemporary,35,n:2;aj:1,True,35,,,,True,,contemporaries | contemporary's,
contemporise,70,v:1,False,,,B,,False,,"contemporised, contemporising, contemporises",B
contemporize,70,v:1,False,,,AZ,,True,,"contemporized, contemporizing, contemporizes",A Z
contempt,35,n:1,True,35,,,,True,,,
contemptibility,70,n:2,True,70,,,,True,,contemptibilities,
contemptible,35,aj:1,False,,,,,True,,,
contemptibly,50,av:1,False,,,,,True,,,
contemptuous,35,aj:1,False,,,,,True,,,
contemptuously,50,av:1,False,,,,,True,,,
contemptuousness,60,n:1,True,60,,,,True,,,
contend,35,v:3,False,,,,,True,,"-, contending, contends | contended, -, -",
contender,35,n:2,True,35,,,,True,,contender's | contenders,
content,35,n:2;v:2;aj:1,True,35,,,,True,,"content's | contented, contenting, contents | contents",
contented,35,aj:1,False,,,,,True,,,
contentedly,40,av:1,False,,,,,True,,,
contentedness,50,n:1,True,50,,,,True,,,
contention,35,n:2,True,35,,,,True,,contentions,
contentious,35,aj:1,False,,,,,True,,,
contentiously,50,av:1,False,,,,,True,,,
contentiousness,60,n:1,True,60,,,,True,,,
contently,60,av:1,False,,,,,True,,,
contentment,35,n:1,True,35,,,,True,,,
contents,40,n:1,True,40,,,,True,,,
conterminous,60,aj:1,False,,,,,True,,,
conterminously,60,av:1,False,,,,,True,,,
conterminousness,70,n:1,True,70,,,,True,,conterminousnesses,
contest,35,n:3;v:2,True,35,,,,True,,"contest's | contested, contesting, contests | contests",
contestable,60,aj:1,False,,,,,True,,,
contestant,35,n:2,True,35,,,,True,,contestant's | contestants,
contestation,70,n:1,True,70,,,,True,,contestations,
contester,70,n:2,True,70,,,,True,,contester's | contesters,
context,35,n:1,True,35,,,,True,,contexts,
contextless,70,aj:1,False,,,,,True,,,
contextual,35,aj:1,False,,,,,True,,,
contextualisation,60,n:2,True,60,,B,,False,,contextualisations-,B
contextualise,60,v:1,False,,,B,,False,,"contextualised, contextualising, contextualises",B
contextualism,70,n:1,True,70,,,,True,,,
contextualist,70,n:1,True,70,,,,True,,,
contextualization,60,n:2,True,60,,AZ,,True,,contextualizations-,A Z
contextualize,60,v:1,False,,,AZ,,True,,"contextualized, contextualizing, contextualizes",A Z
contextually,60,av:1,False,,,,,True,,,
contexture,70,n:1,True,70,,,,True,,contextures,
contiguity,50,n:1,True,50,,,,True,,,
contiguous,35,aj:1,False,,,,,True,,,
contiguously,60,av:1,False,,,,,True,,,
contiguousness,70,n:2,True,70,,,,True,,contiguousnesses,
continence,50,n:1,True,50,,,,True,,,
continent,35,n:2;aj:1,True,35,,,,True,,"continents, continent's",
continental,35,n:2;aj:1,True,35,,,,True,,continentals,
continentally,70,av:1,False,,,,,True,,,
continently,70,av:1,False,,,,,True,,,
contingence,70,n:1,True,70,,,,True,,contingences,
contingency,35,n:2,True,35,,,,True,,contingencies,
contingent,35,n:2;aj:1,True,35,,,,True,,"contingents, contingent's",
contingently,60,av:1,False,,,,,True,,,
continual,35,aj:1,False,,,,,True,,,
continually,35,av:1,False,,,,,True,,,
continuance,50,n:1,True,50,,,,True,,continuances,
continuant,70,n:1;aj:1,True,70,,,,True,,continuants,
continuate,70,v:1,False,,,,,True,,,
continuation,35,n:1,True,35,,,,True,,continuations,
continuative,70,n:2,True,70,,,,True,,continuatives,
continuator,70,n:1,True,70,,,,True,,continuators,
continue,35,v:2,False,,,,,True,,"continued, continuing, continues",
continued,40,aj:1,False,,,,,True,,,
continuer,70,n:1,True,70,,,,True,,continuers,
continuing,70,aj:1,False,,,,,True,,,
continuity,35,n:2,True,35,,,,True,,continuities,
continuo,70,n:1,True,70,,,,True,,continuos,
continuous,35,aj:1,False,,,,,True,,,
continuously,35,av:1,False,,,,,True,,,
continuousness,70,n:2,True,70,,,,True,,continuousnesses,
continuum,35,n:2,True,35,,,,True,,"(continua | ~: continuums), continuum's, (continua's | ~: continuums')",
conto,70,n:1,True,70,,,,True,,contos,
contort,35,v:1,False,,,,,True,,"contorted, contorting, contorts",
contorted,70,aj:1,False,,,,,True,,,
contortion,35,n:2,True,35,,,,True,,contortions,
contortionist,50,n:1,True,50,,,,True,,"contortionists, contortionist's",
contortionistic,70,aj:1,False,,,,,True,,,
contortive,70,aj:1,False,,,,,True,,,
contour,35,v:3;n:1;a:1,True,35,,,,True,,"-, -, contours | -, contouring, - | contoured, -, - | contours",
contra,60,pp:1;pre:1,False,,,,,True,,,
contraband,35,n:1;aj:1,True,35,,,,True,,,
contrabandist,70,n:1,True,70,,,,True,,"contrabandists, contrabandist's",
contrabass,70,n:1;aj:1,True,70,,,,True,,contrabasses,
contrabassoon,60,n:1,True,60,,,,True,,contrabassoons,
contraception,35,n:1,True,35,,,,True,,,
contraceptive,35,n:1;aj:1,True,35,,,,True,,contraceptives,
contract,35,n:2;v:1,True,35,,,,True,,"contract's | contracted, contracting, contracts | contracts",
contractable,70,aj:1,False,,,,,True,,,
contracted,70,aj:1,False,,,,,True,,,
contractibility,70,n:2,True,70,,,,True,,contractibilities,
contractible,60,aj:1,False,,,,,True,,,
contractile,50,aj:1,False,,,,,True,,,
contractility,60,n:2,True,60,,,,True,,contractilities-,
contraction,35,n:2,True,35,,,,True,,contractions,
contractive,70,aj:1,False,,,,,True,,,
contractor,35,n:3,True,35,,,,True,,contractor's | contractors,
contractual,35,aj:1,False,,,,,True,,,
contractually,50,av:1,False,,,,,True,,,
contracture,70,n:1,True,70,,,,True,,contractures,
contradance,70,n:2;v:1,True,70,,,,True,,contradances,
contradict,35,v:1,False,,,,,True,,"contradicted, contradicting, contradicts",
contradictable,70,aj:1,False,,,,,True,,,
contradicter,70,n:1,True,70,,,,True,,contradicters,
contradiction,35,n:1,True,35,,,,True,,contradictions,
contradictor,70,n:1,True,70,,,,True,,contradictors,
contradictory,35,aj:1,False,,,,,True,,,
contradistinction,50,n:1,True,50,,,,True,,contradistinctions,
contradistinctive,70,aj:1,False,,,,,True,,,
contradistinctively,70,av:1,False,,,,,True,,,
contradistinguish,70,v:1,False,,,,,True,,"contradistinguished, contradistinguishing, contradistinguishes",
contraflow,60,n:1,True,60,,,,True,,contraflows,
contrail,50,n:1,True,50,,,,True,,contrails,
contraindicate,60,v:2,False,,,,,True,,"-, contraindicating, contraindicates | contraindicated, -, -",
contraindication,60,n:2,True,60,,,,True,,contraindications,
contraindicative,70,aj:1,False,,,,,True,,,
contralto,50,n:1,True,50,,,,True,,"contraltos, contralto's",
contraoctave,70,n:1,True,70,,,,True,,contraoctaves,
contraposition,70,n:1,True,70,,,,True,,contrapositions,
contrapositive,70,n:1,True,70,,,,True,,contrapositives,
contraption,35,n:1,True,35,,,,True,,contraptions,
contrapuntal,50,aj:1,False,,,,,True,,,
contrapuntally,60,av:1,False,,,,,True,,,
contrapuntist,70,n:1,True,70,,,,True,,"contrapuntists, contrapuntist's",
contrarian,60,n:1,True,60,,,,True,,"contrarians, contrarian's",
contrarianism,60,n:1,True,60,,,,True,,,
contrariety,60,n:1,True,60,,,,True,,,
contrarily,50,av:1,False,,,,,True,,,
contrariness,50,n:1,True,50,,,,True,,,
contrarious,70,aj:1,False,,,,,True,,,
contrariwise,50,av:1,False,,,,,True,,,
contrary,35,n:2;aj:1,True,35,,,,True,,contraries,
contrast,35,n:1;v:1,True,35,,,,True,,"contrasted, contrasting, contrasts | contrasts",
contrastable,70,aj:1,False,,,,,True,,,
contrasting,40,aj:1,False,,,,,True,,,
contrastingly,70,av:1,False,,,,,True,,,
contrastive,70,aj:1,False,,,,,True,,,
contrasty,70,aj:1,False,,,,,True,,,
contravallation,70,n:1,True,70,,,,True,,,
contravene,35,v:3,False,,,,,True,,"-, -, contravenes | -, contravening, - | contravened, -, -",
contravener,70,n:1,True,70,,,,True,,contraveners,
contravention,35,n:2,True,35,,,,True,,contraventions,
contrayerva,70,n:1,True,70,,,,True,,contrayervas,
contrecoup,70,n:1,True,70,,,,True,,contrecoups,
contredanse,70,n:1;v:1,True,70,,,,True,,contredanses,
contretemps,50,n:1,True,50,,,,True,,contretemps,
contribute,35,v:2,False,,,,,True,,"contributed, contributing, contributes",
contributing,70,aj:1,False,,,,,True,,,
contribution,35,n:1,True,35,,,,True,,contributions,
contributive,70,aj:1,False,,,,,True,,,
contributor,35,n:2,True,35,,,,True,,contributor's | contributors,
contributory,35,aj:1,False,,,,,True,,,
contrite,35,aj:1,False,,,,,True,,,
contritely,50,av:1,False,,,,,True,,,
contriteness,60,n:1,True,60,,,,True,,,
contrition,40,n:1,True,40,,,,True,,,
contrivance,50,n:1,True,50,,,,True,,contrivances,
contrive,35,v:2,False,,,,,True,,"contrived, contriving, contrives",
contrived,40,aj:1,False,,,,,True,,,
contrivedly,70,av:1,False,,,,,True,,,
contriver,60,n:1,True,60,,,,True,,"contrivers, contriver's",
control,35,n:3;v:2,True,35,,,,True,,"control's | controlled, controlling, controls | controls",
controllability,70,n:2,True,70,,,,True,,controllabilities,
controllable,35,aj:1,False,,,,,True,,,
controllably,70,av:1,False,,,,,True,,,
controlled,40,aj:1,False,,,,,True,,,
controller,35,n:2,True,35,,,,True,,controller's | controllers,
controllership,70,n:1,True,70,,,,True,,controllerships,
controlling,70,aj:1,False,,,,,True,,,
controversial,35,aj:1,False,,,,,True,,,
controversially,50,av:1,False,,,,,True,,,
controversy,35,n:2,True,35,,,,True,,controversies,
controvert,50,v:1,False,,,,,True,,"controverted, controverting, controverts",
controvertible,60,aj:1,False,,,,,True,,,
contumacious,50,aj:1,False,,,,,True,,,
contumaciously,60,av:1,False,,,,,True,,,
contumacy,60,n:1,True,60,,,,True,,,
contumelious,60,aj:1,False,,,,,True,,,
contumely,50,n:1,True,50,,,,True,,contumelies,
contuse,50,v:1,False,,,,,True,,"contused, contusing, contuses",
contusion,50,n:1,True,50,,,,True,,contusions,
conundrum,50,n:1,True,50,,,,True,,conundrums,
conurbation,50,n:1,True,50,,,,True,,conurbations,
conure,70,n:1,True,70,,,,True,,,
convalesce,35,v:1,False,,,,,True,,"convalesced, convalescing, convalesces",
convalescence,35,n:2,True,35,,,,True,,convalescences,
convalescent,35,n:1;aj:1,True,35,,,,True,,"convalescents, convalescent's",
convect,70,v:1,False,,,,,True,,"convected, convecting, convects",
convection,35,n:1,True,35,,,,True,,,
convectional,60,aj:1,False,,,,,True,,,
convective,60,aj:1,False,,,,,True,,,
convector,60,n:1,True,60,,,,True,,convectors,
convenable,70,aj:1,False,,,,,True,,,
convenance,70,n:1,True,70,,,,True,,convenances,
convene,35,v:1,False,,,,,True,,"convened, convening, convenes",
convener,60,n:1,True,60,,,,True,,"conveners, convener's",_
convenience,35,n:2,True,35,,,,True,,convenience's | conveniences,
convenient,35,aj:1,False,,,,,True,,,
conveniently,35,av:1,False,,,,,True,,,
convent,35,n:2,True,35,,,,True,,"convents, convent's",
conventicle,60,n:1,True,60,,,,True,,"conventicles, conventicle's",
convention,35,n:2,True,35,,,,True,,convention's | conventions,
conventional,35,aj:1,False,,,,,True,,,
conventionalisation,70,n:1,True,70,,B,,False,,"conventionalisations, conventionalisation's",B
conventionalise,60,v:1,False,,,B,,False,,"conventionalised, conventionalising, conventionalises",B
conventionalism,70,n:2,True,70,,,,True,,conventionalisms,
conventionalist,70,n:2,True,70,,,,True,,conventionalists,
conventionality,50,n:1,True,50,,,,True,,,
conventionalization,70,n:1,True,70,,AZ,,True,,"conventionalizations, conventionalization's",A Z
conventionalize,60,v:1,False,,,AZ,,True,,"conventionalized, conventionalizing, conventionalizes",A Z
conventionally,35,av:1,False,,,,,True,,,
conventioneer,60,n:2,True,60,,,,True,,conventioneer's | conventioneers,
conventioner,70,n:1,True,70,,,,True,,conventioners,
conventual,70,aj:1,False,,,,,True,,,
converge,35,v:2,False,,,,,True,,"converged, converging, converges",
convergence,35,n:2,True,35,,,,True,,convergences,
convergency,70,n:1,True,70,,,,True,,convergencies,
convergent,50,aj:1,False,,,,,True,,,
conversable,70,aj:1,False,,,,,True,,,
conversance,70,n:2,True,70,,,,True,,conversances,
conversancy,70,n:2,True,70,,,,True,,conversancies,
conversant,35,aj:1,False,,,,,True,,,
conversantly,70,av:1,False,,,,,True,,,
conversation,35,n:1,True,35,,,,True,,conversations,
conversational,35,aj:1,False,,,,,True,,,
conversationalist,50,n:1,True,50,,,,True,,"conversationalists, conversationalist's",
conversationally,50,av:1,False,,,,,True,,,
conversazione,70,n:1,True,70,,,,True,,conversaziones,
converse,35,n:2;v:2;aj:1,True,35,,,,True,,"-, conversing, - | conversed, -, converses | converses",
conversely,35,av:1,False,,,,,True,,,
conversion,35,n:2,True,35,,,,True,,conversion's | conversions,
convert,35,n:2;v:1,True,35,,,,True,,"convert's | converted, converting, converts | converts",
converter,35,n:2,True,35,,ABC,,True,:1;:2,converters,A B C
convertibility,60,n:1,True,60,,,,True,,,
convertible,35,n:2;aj:1,True,35,,,,True,,"convertibles, convertible's",
convertiplane,70,n:1,True,70,,,,True,,convertiplanes,
convertite,70,n:1,True,70,,,,True,,convertites,
convertor,35,n:2,True,35,,AB,AB,False,:1;:2,convertors,Av Bv;Bv
convex,35,aj:1,False,,,,,True,,,
convexity,50,n:1,True,50,,,,True,,,
convexly,60,av:1,False,,,,,True,,,
convey,35,v:1,False,,,,,True,,"conveyed, conveying, conveys",
conveyable,60,aj:1,False,,,,,True,,,
conveyance,35,n:1,True,35,,,,True,,conveyances,
conveyancer,70,n:1,True,70,,,,True,,"conveyancers, conveyancer's",
conveyancing,60,n:2,True,60,,,,True,,conveyancings-,
conveyor,50,n:1,True,50,,,,True,,"conveyors, conveyor's",_
convict,35,n:2;v:2,True,35,,,,True,,"-, convicting, convicts | convicted, -, - | convicts, convict's",
conviction,35,n:1,True,35,,,,True,,convictions,
convince,35,v:1,False,,,,,True,,"convinced, convincing, convinces",
convinced,40,aj:1,False,,,,,True,,,
convincing,35,aj:1,False,,,,,True,,,
convincingly,35,av:1,False,,,,,True,,,
convivial,40,aj:1,False,,,,,True,,,
conviviality,50,n:1,True,50,,,,True,,,
convivially,60,av:1,False,,,,,True,,,
convocation,50,n:1,True,50,,,,True,,"convocations, convocation's",
convocational,70,aj:1,False,,,,,True,,,
convoke,50,v:1,False,,,,,True,,"convoked, convoking, convokes",
convolute,70,v:2;aj:1,False,,,,,True,,"-, convoluting, convolutes | convoluted, -, -",
convoluted,35,aj:1,False,,,,,True,,,
convolutedly,70,av:1,False,,,,,True,,,
convolution,50,n:1,True,50,,,,True,,convolutions,
convolve,70,v:1,False,,,,,True,,"convolved, convolving, convolves",
convolvulaceous,70,aj:1,False,,,,,True,,,
convolvulus,70,n:1,True,70,,,,True,,convolvuluses,
convoy,35,n:2;v:2,True,35,,,,True,,"convoyed, convoying, convoys | convoys, convoy's",
convulsant,70,n:1,True,70,,,,True,,convulsants,
convulse,35,v:1,False,,,,,True,,"convulsed, convulsing, convulses",
convulsion,35,n:1,True,35,,,,True,,convulsions,
convulsive,35,aj:1,False,,,,,True,,,
convulsively,50,av:1,False,,,,,True,,,
cony,60,n:1,True,60,,,,True,,"(- | v: conies), cony's",_
coo,35,n:1;v:1;i:1,True,35,,,,True,,"cooed, cooing, coos | coos",
cook,35,n:2;v:1,True,35,,,,True,,"cook's | cooked, cooking, cooks | cooks",
cookbook,35,n:1,True,35,,,,True,,cookbooks,
cooked,70,aj:1,False,,,,,True,,,
cooker,35,n:2,True,35,,,,True,,"cookers, cooker's",
cookery,50,n:2,True,50,,,,True,,cookeries,
cookhouse,60,n:1,True,60,,,,True,,cookhouses,
cookie,35,n:1,True,35,,AB,,True,,"cookies, cookie's",A B
cooking,35,n:1,True,35,,,,True,,,
cookout,40,n:1,True,40,,,,True,,cookouts,
cookshop,70,n:1,True,70,,,,True,,cookshops,
cookstove,70,n:1,True,70,,,,True,,cookstoves,
cooktop,70,n:1,True,70,,,,True,,cooktops,
cookware,60,n:2,True,60,,,,True,,cookwares,
cooky,35,n:1,True,35,,A,A,False,,"cookies, cooky's",Av
cool,35,n:2;v:2;aj:2,True,35,,,,True,,"-, -, cools | -, coolest | cool's | cooled, cooling, - | cooler, -",
coolant,50,n:2,True,50,,,,True,,coolants,
cooldrink,70,n:1,True,70,,,,True,,,
cooler,35,n:2,True,35,,,,True,,"coolers, cooler's",
coolheaded,70,aj:1,False,,,,,True,,,
coolie,50,n:1,True,50,,,,True,,"coolies, coolie's",
cooling,70,n:1,True,70,,,,True,,,
coolish,70,aj:1,False,,,,,True,,,
coolly,35,av:1,False,,,,,True,,,
coolness,40,n:1,True,40,,,,True,,,
coolth,70,n:2,True,70,,,,True,,coolths,
coom,70,n:1;v:1,True,70,,,,True,,"coomed, cooming, cooms | cooms",
coomb,70,n:1,True,70,,,,True,,coombs,
cooncan,70,n:1,True,70,,,,True,,cooncans,
coonhound,70,n:1,True,70,,,,True,,"coonhounds, coonhound's",
coonskin,60,n:2;aj:1,True,60,,,,True,,coonskins,
coontie,70,n:1,True,70,,,,True,,coonties,
coop,35,n:1;v:1,True,35,,,,True,,"cooped, cooping, coops | coops, coop's",
cooper,35,v:3;n:2,True,35,,,,True,,"-, -, coopers | coopered, coopering, - | coopers, cooper's",
cooperage,60,n:1,True,60,,,,True,,,
cooperate,35,v:2,False,,,,,True,,"-, cooperating, - | cooperated, -, cooperates",
cooperation,35,n:1,True,35,,,,True,,,
cooperative,35,n:2;aj:1,True,35,,,,True,,"cooperatives, cooperative's",
cooperatively,60,av:1,False,,,,,True,,,
cooperativeness,60,n:1,True,60,,,,True,,,
cooperator,60,n:1,True,60,,,,True,,"cooperators, cooperator's",
coopery,70,n:1,True,70,,,,True,,cooperies,
cooption,70,n:1,True,70,,,,True,,,
cooptive,70,aj:1,False,,,,,True,,,
coordinate,35,n:1;v:1;aj:1,True,35,,,,True,,"coordinated, coordinating, coordinates | coordinates",
coordinated,70,aj:1,False,,,,,True,,,
coordinately,60,av:1,False,,,,,True,,,
coordination,35,n:1,True,35,,,,True,,,
coordinative,70,aj:1,False,,,,,True,,,
coordinator,35,n:2,True,35,,,,True,,"coordinators, coordinator's",
coot,50,n:1,True,50,,,,True,,"coots, coot's",
cootie,50,n:1,True,50,,,,True,,"cooties, cootie's",
cop,35,n:1;v:1,True,35,,,,True,,"copped, copping, cops | cops, cop's",
copacetic,60,aj:1,False,,,,,True,,,
copaiba,70,n:2,True,70,,,,True,,copaibas,
copal,70,n:2,True,70,,,,True,,copals,
copalite,70,n:1,True,70,,,,True,,,
copalm,70,n:1,True,70,,,,True,,copalms,
coparcenary,70,n:1,True,70,,,,True,,coparcenaries,
coparcener,70,n:1,True,70,,,,True,,coparceners,
copartner,70,n:1,True,70,,,,True,,"copartners, copartner's",
copartnership,70,n:1,True,70,,,,True,,"copartnerships, copartnership's",
copasetic,70,aj:1,False,,,,,True,,,
copay,60,n:1,True,60,,,,True,,,
copayment,70,n:1,True,70,,,,True,,copayments,
cope,35,n:1;v:1,True,35,,,,True,,"coped, coping, copes | copes",
copepod,70,n:1,True,70,,,,True,,"copepods, copepod's",
coper,70,n:1,True,70,,,,True,,copers,
copestone,70,n:1,True,70,,,,True,,copestones,
copier,35,n:1,True,35,,,,True,,copiers,
copilot,40,n:1,True,40,,,,True,,"copilots, copilot's",
coping,35,n:2,True,35,,,,True,,copings,
copious,35,aj:1,False,,,,,True,,,
